Spp,Colony,Core,Treatment,Rep,Date,ProK,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
S.sid,24,24-18,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 17,Sample 17_Plate9.csv
S.sid,24,24-22,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 18,Sample 18_Plate9.csv
S.sid,24,24-25,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 19,Sample 19_Plate9.csv
S.sid,24,24-28,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 20,Sample 20_Plate9.csv
S.sid,27,27-68,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 21,Sample 21_Plate9.csv
S.sid,27,27-77,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/01/26,"C, D, Ssid",Plate9,Sample 22,Sample 22_Plate9.csv
S.sid,27,27-87,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/09,"C, D, Ssid",Plate10,Sample 1,Sample 1_Plate10.csv
S.sid,27,27-98,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/09,"C, D, Ssid",Plate10,Sample 2,Sample 2_Plate10.csv
S.sid,28,28-14,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/09,"C, D, Ssid",Plate10,Sample 3,Sample 3_Plate10.csv
S.sid,28,28-19,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/09,"C, D, Ssid",Plate10,Sample 4,Sample 4_Plate10.csv
S.sid,28,28-23,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/09,"C, D, Ssid",Plate10,Sample 5,Sample 5_Plate10.csv
S.sid,30,30-18,NP,R2,2017/12/14,2017/12/20,2017/12/28,2017/12/29,2018/01/04,2018/03/09,"C, D, Ssid",Plate10,Sample 6,Sample 6_Plate10.csv
S.sid,30,30-22,NP,R2,2017/12/14,2017/12/20,2017/12/28,2017/12/29,2018/01/04,2018/03/09,"C, D, Ssid",Plate10,Sample 7,Sample 7_Plate10.csv
S.sid,30,30-25,NP,R2,2017/12/14,2017/12/20,2017/12/28,2017/12/29,2018/01/04,2018/03/09,"C, D, Ssid",Plate10,Sample 8,Sample 8_Plate10.csv
S.sid,30,30-28,NP,R2,2017/12/14,2017/12/20,2017/12/28,2017/12/29,2018/01/04,2018/03/09,"C, D, Ssid",Plate10,Sample 9,Sample 9_Plate10.csv
S.sid,20,20-4,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 10,Sample 10_Plate10.csv
S.sid,20,20-13,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 11,Sample 11_Plate10.csv
S.sid,20,20-19,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 12,Sample 12_Plate10.csv
S.sid,22,22-2,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 13,Sample 13_Plate10.csv
S.sid,22,22-8,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 14,Sample 14_Plate10.csv
S.sid,22,22-16,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 15,Sample 15_Plate10.csv
S.sid,22,22-21,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 16,Sample 16_Plate10.csv
S.sid,23,23-54,Control,R1,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/09,"C, D, Ssid",Plate10,Sample 17,Sample 17_Plate10.csv
S.sid,23,23-57,Control,R1,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/09,"C, D, Ssid",Plate10,Sample 18,Sample 18_Plate10.csv
S.sid,23,23-60,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 19,Sample 19_Plate10.csv
S.sid,23,23-65,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 20,Sample 20_Plate10.csv
S.sid,24,24-2,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 21,Sample 21_Plate10.csv
S.sid,24,24-6,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate10,Sample 22,Sample 22_Plate10.csv
S.sid,24,24-9,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 1,Sample 1_Plate11.csv
S.sid,24,24-12,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 2,Sample 2_Plate11.csv
S.sid,27,27-3,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 3,Sample 3_Plate11.csv
S.sid,27,27-9,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 4,Sample 4_Plate11.csv
S.sid,27,27-19,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 5,Sample 5_Plate11.csv
S.sid,27,27-28,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 6,Sample 6_Plate11.csv
S.sid,28,28-2,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 7,Sample 7_Plate11.csv
S.sid,28,28-5,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 8,Sample 8_Plate11.csv
S.sid,28,28-8,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 9,Sample 9_Plate11.csv
S.sid,30,30-1,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 10,Sample 10_Plate11.csv
S.sid,30,30-4,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 11,Sample 11_Plate11.csv
S.sid,30,30-8,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 12,Sample 12_Plate11.csv
S.sid,30,30-12,Control,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 13,Sample 13_Plate11.csv
S.sid,20,20-2,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 14,Sample 14_Plate11.csv
S.sid,20,20-8,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 15,Sample 15_Plate11.csv
S.sid,20,20-15,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 16,Sample 16_Plate11.csv
S.sid,20,20-22,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 17,Sample 17_Plate11.csv
S.sid,22,22-3,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 18,Sample 18_Plate11.csv
S.sid,22,22-11,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 19,Sample 19_Plate11.csv
S.sid,22,22-17,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 20,Sample 20_Plate11.csv
S.sid,22,22-24,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 21,Sample 21_Plate11.csv
S.sid,23,23-55,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate11,Sample 22,Sample 22_Plate11.csv
S.sid,23,23-58,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 1,Sample 1_Plate12.csv
S.sid,23,23-61,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 2,Sample 2_Plate12.csv
S.sid,23,23-66,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 3,Sample 3_Plate12.csv
S.sid,24,24-3,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 4,Sample 4_Plate12.csv
S.sid,24,24-7,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 5,Sample 5_Plate12.csv
S.sid,24,24-10,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 6,Sample 6_Plate12.csv
S.sid,24,24-14,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 7,Sample 7_Plate12.csv
S.sid,27,27-5,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/09,"C, D, Ssid",Plate12,Sample 8,Sample 8_Plate12.csv
S.sid,27,27-12,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 9,Sample 9_Plate12.csv
S.sid,27,27-21,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 10,Sample 10_Plate12.csv
S.sid,27,27-45,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 11,Sample 11_Plate12.csv
S.sid,28,28-3,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 12,Sample 12_Plate12.csv
S.sid,28,28-6,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 13,Sample 13_Plate12.csv
S.sid,28,28-9,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 14,Sample 14_Plate12.csv
S.sid,30,30-2,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 15,Sample 15_Plate12.csv
S.sid,30,30-5,N,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 16,Sample 16_Plate12.csv
S.sid,30,30-9,N,R1,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/10,"C, D, Ssid",Plate12,Sample 17,Sample 17_Plate12.csv
S.sid,30,30-13,N,R1,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/10,"C, D, Ssid",Plate12,Sample 18,Sample 18_Plate12.csv
S.sid,20,20-3,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 19,Sample 19_Plate12.csv
S.sid,20,20-11,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 20,Sample 20_Plate12.csv
S.sid,20,20-17,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 21,Sample 21_Plate12.csv
S.sid,20,20-23,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate12,Sample 22,Sample 22_Plate12.csv
S.sid,22,22-6,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 1,Sample 1_Plate13.csv
S.sid,22,22-12,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 2,Sample 2_Plate13.csv
S.sid,22,22-18,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 3,Sample 3_Plate13.csv
S.sid,22,22-25,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 4,Sample 4_Plate13.csv
S.sid,23,23-56,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 5,Sample 5_Plate13.csv
S.sid,23,23-59,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 6,Sample 6_Plate13.csv
S.sid,23,23-63,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 7,Sample 7_Plate13.csv
S.sid,23,23-67,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 8,Sample 8_Plate13.csv
S.sid,24,24-5,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 9,Sample 9_Plate13.csv
S.sid,24,24-11,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 10,Sample 10_Plate13.csv
S.sid,24,24-15,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 11,Sample 11_Plate13.csv
S.sid,27,27-6,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 12,Sample 12_Plate13.csv
S.sid,27,27-18,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 13,Sample 13_Plate13.csv
S.sid,27,27-27,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 14,Sample 14_Plate13.csv
S.sid,27,27-46,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 15,Sample 15_Plate13.csv
S.sid,28,28-4,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 16,Sample 16_Plate13.csv
S.sid,28,28-7,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 17,Sample 17_Plate13.csv
S.sid,28,28-10,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 18,Sample 18_Plate13.csv
S.sid,30,30-3,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 19,Sample 19_Plate13.csv
S.sid,30,30-7,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 20,Sample 20_Plate13.csv
S.sid,30,30-10,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 21,Sample 21_Plate13.csv
S.sid,30,30-14,NP,R1,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate13,Sample 22,Sample 22_Plate13.csv
S.sid,20,20-26,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 1,Sample 1_Plate14.csv
S.sid,20,20-32,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 2,Sample 2_Plate14.csv
S.sid,20,20-38,Control,R2,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/10,"C, D, Ssid",Plate14,Sample 3,Sample 3_Plate14.csv
S.sid,20,20-45,Control,R2,2018/02/01,2018/02/02,2018/02/05,2018/02/06,,2018/03/10,"C, D, Ssid",Plate14,Sample 4,Sample 4_Plate14.csv
S.sid,22,22-26,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 5,Sample 5_Plate14.csv
S.sid,22,22-32,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 6,Sample 6_Plate14.csv
S.sid,22,22-35,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 7,Sample 7_Plate14.csv
S.sid,22,22-39,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 8,Sample 8_Plate14.csv
S.sid,23,23-68,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 9,Sample 9_Plate14.csv
S.sid,23,23-72,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 10,Sample 10_Plate14.csv
S.sid,23,23-75,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 11,Sample 11_Plate14.csv
S.sid,23,23-79,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 12,Sample 12_Plate14.csv
S.sid,24,24-16,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 13,Sample 13_Plate14.csv
S.sid,24,24-19,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 14,Sample 14_Plate14.csv
S.sid,24,24-23,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 15,Sample 15_Plate14.csv
S.sid,27,27-57,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 16,Sample 16_Plate14.csv
S.sid,27,27-73,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 17,Sample 17_Plate14.csv
S.sid,27,27-85,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 18,Sample 18_Plate14.csv
S.sid,27,27-94,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 19,Sample 19_Plate14.csv
S.sid,28,28-11,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 20,Sample 20_Plate14.csv
S.sid,28,28-15,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 21,Sample 21_Plate14.csv
S.sid,28,28-20,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/10,"C, D, Ssid",Plate14,Sample 22,Sample 22_Plate14.csv
S.sid,28,28-29,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 1,Sample 1_Plate15.csv
S.sid,30,30-15,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 2,Sample 2_Plate15.csv
S.sid,30,30-20,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 3,Sample 3_Plate15.csv
S.sid,30,30-23,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 4,Sample 4_Plate15.csv
S.sid,30,30-26,Control,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 5,Sample 5_Plate15.csv
S.sid,20,20-29,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 6,Sample 6_Plate15.csv
S.sid,20,20-33,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 7,Sample 7_Plate15.csv
S.sid,20,20-39,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 8,Sample 8_Plate15.csv
S.sid,20,20-46,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 9,Sample 9_Plate15.csv
S.sid,22,22-27,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 10,Sample 10_Plate15.csv
S.sid,22,22-33,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 11,Sample 11_Plate15.csv
S.sid,22,22-36,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 12,Sample 12_Plate15.csv
S.sid,22,22-41,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 13,Sample 13_Plate15.csv
S.sid,23,23-70,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 14,Sample 14_Plate15.csv
S.sid,23,23-73,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 15,Sample 15_Plate15.csv
S.sid,23,23-76,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 16,Sample 16_Plate15.csv
S.sid,23,23-80,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 17,Sample 17_Plate15.csv
S.sid,24,24-17,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 18,Sample 18_Plate15.csv
S.sid,24,24-21,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 19,Sample 19_Plate15.csv
S.sid,24,24-24,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 20,Sample 20_Plate15.csv
S.sid,24,24-27,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 21,Sample 21_Plate15.csv
S.sid,27,27-67,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate15,Sample 22,Sample 22_Plate15.csv
S.sid,27,27-75,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 1,Sample 1_Plate16.csv
S.sid,27,27-86,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 2,Sample 2_Plate16.csv
S.sid,27,27-97,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 3,Sample 3_Plate16.csv
S.sid,28,28-13,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 4,Sample 4_Plate16.csv
S.sid,28,28-18,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 5,Sample 5_Plate16.csv
S.sid,28,28-21,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 6,Sample 6_Plate16.csv
S.sid,28,28-30,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 7,Sample 7_Plate16.csv
S.sid,30,30-16,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 8,Sample 8_Plate16.csv
S.sid,30,30-21,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 9,Sample 9_Plate16.csv
S.sid,30,30-24,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 10,Sample 10_Plate16.csv
S.sid,30,30-27,N,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 11,Sample 11_Plate16.csv
