Spp,Colony,Core,Treatment,Rep,Date,ProK,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
S.sid,27,27-75,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 15,Sample 15_Plate38.csv
S.sid,27,27-86,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 16,Sample 16_Plate38.csv
S.sid,27,27-97,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 17,Sample 17_Plate38.csv
S.sid,28,28-13,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 18,Sample 18_Plate38.csv
S.sid,28,28-18,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 19,Sample 19_Plate38.csv
S.sid,28,28-21,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 20,Sample 20_Plate38.csv
S.sid,28,28-30,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 21,Sample 21_Plate38.csv
S.sid,30,30-16,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate38,Sample 22,Sample 22_Plate38.csv
S.sid,30,30-21,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 1,Sample 1_Plate39.csv
S.sid,30,30-24,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 2,Sample 2_Plate39.csv
S.sid,30,30-27,N,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 3,Sample 3_Plate39.csv
S.sid,20,20-30,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 4,Sample 4_Plate39.csv
S.sid,20,20-36,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 5,Sample 5_Plate39.csv
S.sid,20,20-41,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 6,Sample 6_Plate39.csv
S.sid,20,20-48,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 7,Sample 7_Plate39.csv
S.sid,22,22-31,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 8,Sample 8_Plate39.csv
S.sid,22,22-34,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 9,Sample 9_Plate39.csv
S.sid,22,22-38,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 10,Sample 10_Plate39.csv
S.sid,22,22-42,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 11,Sample 11_Plate39.csv
S.sid,23,23-71,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 12,Sample 12_Plate39.csv
S.sid,23,23-74,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 13,Sample 13_Plate39.csv
S.sid,23,23-78,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 14,Sample 14_Plate39.csv
S.sid,23,23-81,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 15,Sample 15_Plate39.csv
S.sid,24,24-18,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 16,Sample 16_Plate39.csv
S.sid,24,24-22,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 17,Sample 17_Plate39.csv
S.sid,24,24-25,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 18,Sample 18_Plate39.csv
S.sid,24,24-28,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 19,Sample 19_Plate39.csv
S.sid,27,27-68,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 20,Sample 20_Plate39.csv
S.sid,27,27-77,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 21,Sample 21_Plate39.csv
S.sid,27,27-87,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate39,Sample 22,Sample 22_Plate39.csv
S.sid,27,27-98,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 1,Sample 1_Plate40.csv
S.sid,28,28-14,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 2,Sample 2_Plate40.csv
S.sid,28,28-19,NP,R2,2017/11/15,,,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 3,Sample 3_Plate40.csv
S.sid,28,28-23,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 4,Sample 4_Plate40.csv
S.sid,30,30-18,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 5,Sample 5_Plate40.csv
S.sid,30,30-22,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 6,Sample 6_Plate40.csv
S.sid,30,30-25,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 7,Sample 7_Plate40.csv
S.sid,30,30-28,NP,R2,2017/11/15,2017/11/20,2017/12/13,2017/12/13,2017/12/14,2017/12/15,Ssid C D,Plate40,Sample 8,Sample 8_Plate40.csv
