"Treatment","Replicate","Fragment","Genotype","Date","Days","Time_Point","Phase","Sample","B.Ofav","C.Ofav","D.Ofav","TotalSH","logB.SH","logC.SH","logD.SH","logSH","D.Prp","C.Prp","B.Prp","Community"
"A","R1","Of_6-83","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-83_T12",0,0,0.169104719510821,0.169104719510821,NA,NA,-0.771844271592649,-0.771844271592649,1,0,0,"D"
"A","R1","Of_31-34","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-34_T12",0.104252680100891,0,0.00219093347871724,0.106443613579608,-0.981912771480665,NA,-2.65937080831999,-0.972880390311507,0.0205830430313103,0,0.97941695696869,"B"
"A","R1","Of_31-41","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-41_T12",0.0470199417821032,0,0.000139424887285405,0.0471593666693886,-1.3277179129339,NA,-3.85565969793087,-1.32643203593142,0.00295646224986109,0,0.997043537750139,"B"
"A","R1","Of_31-45","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-45_T12",0.0380989342833287,0,0.000766751233265589,0.0388656855165943,-1.41908717239112,NA,-3.1153455168127,-1.41043366776427,0.0197282312938546,0,0.980271768706145,"B"
"A","R2","Of_34-11","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-11_T12",0,0,0.0147763036440528,0.0147763036440528,NA,NA,-1.83043419298866,-1.83043419298866,1,0,0,"D"
"A","R2","Of_34-23","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-23_T12",0,0,0.0160760422291899,0.0160760422291899,NA,NA,-1.79382086165641,-1.79382086165641,1,0,0,"D"
"A","R2","Of_34-8","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-8_T12",0,0,0.0182532475116841,0.0182532475116841,NA,NA,-1.73865985718373,-1.73865985718373,1,0,0,"D"
"A","R2","Of_20-21","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-21_T12",0,0,0.00681345476130124,0.00681345476130124,NA,NA,-2.16663262328245,-2.16663262328245,1,0,0,"D"
"A","R2","Of_20-3","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-3_T12",0,0,0.00736120809293561,0.00736120809293561,NA,NA,-2.13305090508642,-2.13305090508642,1,0,0,"D"
"A","R2","Of_20-4","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-4_T12",0,8.49907347554917e-05,0.0114411460879613,0.0115261368227168,NA,-4.07062841621376,-1.9415304690092,-1.938316229367,0.992626260119697,0.00737373988030265,0,"D"
"A","R2","Of_6-116","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-116_T12",0,0,0.0202998046749654,0.0202998046749654,NA,NA,-1.69250814085491,-1.69250814085491,1,0,0,"D"
"A","R2","Of_6-40","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-40_T12",0,0,0.0600507863857375,0.0600507863857375,NA,NA,-1.22148130098797,-1.22148130098797,1,0,0,"D"
"A","R2","Of_6-85","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-85_T12",0,0,0.0172253589285518,0.0172253589285518,NA,NA,-1.76383171983744,-1.76383171983744,1,0,0,"D"
"A","R2","Of_31-13","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-13_T12",0.0287015920096694,0,0,0.0287015920096694,-1.54209401330646,NA,NA,-1.54209401330646,0,0,1,"B"
"A","R2","Of_31-24","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-24_T12",0.101039967929932,0,0,0.101039967929932,-0.995506800297695,NA,NA,-0.995506800297695,0,0,1,"B"
"A","R2","Of_31-46","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-46_T12",0.0579064873709496,0,0.00225244704942508,0.0601589344203746,-1.23727277873235,NA,-2.64734540963316,-1.22069986489397,0.0374416048277315,0,0.962558395172268,"B"
"N","R1","Of_34-38","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-38_T12",0,0.000370837362730632,0.0334763379905351,0.0338471753532658,NA,-3.43081651613949,-1.47526205598007,-1.47047756862361,0.989043772224413,0.0109562277755875,0,"D"
"N","R1","Of_34-44","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-44_T12",0,0.000196299858897872,0.0344570949407677,0.0346533947996655,NA,-3.70708001257471,-1.4627213404799,-1.46025421356176,0.99433533539693,0.00566466460306989,0,"D"
"N","R1","Of_34-5","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-5_T12",0,0.000655484671111186,0.054314132660294,0.0549696173314052,NA,-3.18343746008323,-1.2650871512991,-1.25987728634585,0.988075509655464,0.0119244903445361,0,"D"
"N","R1","Of_20-2","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-2_T12",0,0,0.0161486703083372,0.0161486703083372,NA,NA,-1.7918632319413,-1.7918632319413,1,0,0,"D"
"N","R1","Of_20-28","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-28_T12",0,0,0.119436768762994,0.119436768762994,NA,NA,-0.922861954507609,-0.922861954507609,1,0,0,"D"
"N","R1","Of_20-46","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-46_T12",0,0.000848919077938908,0.0538922247096989,0.0547411437876378,NA,-3.0711337063162,-1.26847388804614,-1.26168613247449,0.984492120200626,0.0155078797993735,0,"D"
"N","R1","Of_6-81","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-81_T12",0,0,0.259666837094835,0.259666837094835,NA,NA,-0.58558351200478,-0.58558351200478,1,0,0,"D"
"N","R1","Of_6-9","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-9_T12",0,0,0.0283273550566925,0.0283273550566925,NA,NA,-1.54779397394086,-1.54779397394086,1,0,0,"D"
"N","R1","Of_6-96","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-96_T12",0,0,0.306263261749647,0.306263261749647,NA,NA,-0.513905096488663,-0.513905096488663,1,0,0,"D"
"N","R1","Of_31-25","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-25_T12",0.175573229083799,0,0.231695375442016,0.407268604525815,-0.755541703393023,NA,-0.635082634488218,-0.390119067465497,0.568900653935208,0,0.431099346064793,"D"
"N","R1","Of_31-30","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-30_T12",0.0862334143414315,0,0.00616366110726102,0.0923970754486925,-1.06432441802453,NA,-2.21016124784015,-1.03434177484694,0.0667084004264146,0,0.933291599573585,"B"
"N","R1","Of_31-43","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-43_T12",0.158929566594139,0,0.00285075036360096,0.16178031695774,-0.798795300941126,NA,-2.5450408116128,-0.791074318055213,0.0176211199063581,0,0.982378880093642,"B"
"N","R2","Of_34-10","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-10_T12",0,0,0.0183507352805903,0.0183507352805903,NA,NA,-1.73634652967317,-1.73634652967317,1,0,0,"D"
"N","R2","Of_34-24","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-24_T12",0,0,0.0124874259476752,0.0124874259476752,NA,NA,-1.9035270741903,-1.9035270741903,1,0,0,"D"
"N","R2","Of_34-25","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-25_T12",0,0,0.0162331793858677,0.0162331793858677,NA,NA,-1.78959641212013,-1.78959641212013,1,0,0,"D"
"N","R2","Of_20-29","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-29_T12",0,0,0.0370816309582469,0.0370816309582469,NA,NA,-1.43084117256989,-1.43084117256989,1,0,0,"D"
"N","R2","Of_20-41","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-41_T12",0,0,0.0073125149299299,0.0073125149299299,NA,NA,-2.1359332342117,-2.1359332342117,1,0,0,"D"
"N","R2","Of_20-45","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-45_T12",0,0,0.0644744235590912,0.0644744235590912,NA,NA,-1.19061253203182,-1.19061253203182,1,0,0,"D"
"N","R2","Of_6-118","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-118_T12",0,0,0.130364037985031,0.130364037985031,NA,NA,-0.884842195863712,-0.884842195863712,1,0,0,"D"
"N","R2","Of_6-12","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-12_T12",0,0,0.119129882199901,0.119129882199901,NA,NA,-0.923979287662928,-0.923979287662928,1,0,0,"D"
"N","R2","Of_6-19","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-19_T12",0,0,0.203872681878307,0.203872681878307,NA,NA,-0.690640964042083,-0.690640964042083,1,0,0,"D"
"N","R2","Of_31-10","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-10_T12",0.0410979251706241,0,0.00970559619905405,0.0508035213696782,-1.38618010293401,NA,-2.01297778144961,-1.29410618420392,0.191041800595476,0,0.808958199404524,"B"
"N","R2","Of_31-3","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-3_T12",0.108499923895387,0,0,0.108499923895387,-0.964570566440566,NA,NA,-0.964570566440566,0,0,1,"B"
"N","R2","Of_31-8","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-8_T12",0.106860665807544,0,0,0.106860665807544,-0.97118212422347,NA,NA,-0.97118212422347,0,0,1,"B"
"N+P","R1","Of_34-22","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-22_T12",0,0.000540882987575225,0.0242401825083753,0.0247810654959505,NA,-3.26689667823328,-1.61546411461788,-1.60588002447071,0.978173537870532,0.0218264621294678,0,"D"
"N+P","R1","Of_34-4","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-4_T12",0,0,0.00924746812681413,0.00924746812681413,NA,NA,-2.03397715688984,-2.03397715688984,1,0,0,"D"
"N+P","R1","Of_34-9","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-9_T12",0,0.00164061271729658,0.0576070992945798,0.0592477120118764,NA,-2.78499392631527,-1.23952399236718,-1.22732841628499,0.972309264584467,0.0276907354155333,0,"D"
"N+P","R1","Of_20-17","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-17_T12",0,0,0.0164379360139149,0.0164379360139149,NA,NA,-1.78415271441402,-1.78415271441402,1,0,0,"D"
"N+P","R1","Of_20-34","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-34_T12",0,0,0.0330117825767016,0.0330117825767016,NA,NA,-1.48133102391801,-1.48133102391801,1,0,0,"D"
"N+P","R1","Of_20-40","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-40_T12",0,0,0.00874501888141537,0.00874501888141537,NA,NA,-2.05823924849684,-2.05823924849684,1,0,0,"D"
"N+P","R1","Of_6-115","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-115_T12",0,0,0.0452366685480436,0.0452366685480436,NA,NA,-1.34450938616206,-1.34450938616206,1,0,0,"D"
"N+P","R1","Of_6-61","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-61_T12",0,0,0.0795242875019676,0.0795242875019676,NA,NA,-1.09950021326555,-1.09950021326555,1,0,0,"D"
"N+P","R1","Of_6-86","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-86_T12",0,0,0.0537714854346333,0.0537714854346333,NA,NA,-1.26944796599352,-1.26944796599352,1,0,0,"D"
"N+P","R1","Of_31-17","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-17_T12",0.0214745508106763,0,0.00172301655843011,0.0231975673691065,-1.66807591166365,NA,-2.76371054890121,-1.63455755534901,0.0742757432714582,0,0.925724256728542,"B"
"N+P","R1","Of_31-39","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-39_T12",0.0880131660066148,0,0,0.0880131660066148,-1.05545235630069,NA,NA,-1.05545235630069,0,0,1,"B"
"N+P","R1","Of_31-40","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-40_T12",0.0286670822686426,0,0,0.0286670822686426,-1.5426165072318,NA,NA,-1.5426165072318,0,0,1,"B"
"N+P","R2","Of_34-21","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-21_T12",0,0,0.00723883899385362,0.00723883899385362,NA,NA,-2.14033108283536,-2.14033108283536,1,0,0,"D"
"N+P","R2","Of_34-32","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-32_T12",0,0,0.0389774931637516,0.0389774931637516,NA,NA,-1.40918609595619,-1.40918609595619,1,0,0,"D"
"N+P","R2","Of_34-7","Of_34",2018-01-26,72,"T12","Nutrients","Of_34-7_T12",0,0,0.0169074325161883,0.0169074325161883,NA,NA,-1.77192233732894,-1.77192233732894,1,0,0,"D"
"N+P","R2","Of_20-11","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-11_T12",0,0,0.0176464439976257,0.0176464439976257,NA,NA,-1.75334279780038,-1.75334279780038,1,0,0,"D"
"N+P","R2","Of_20-43","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-43_T12",0,0,0.0194800912788222,0.0194800912788222,NA,NA,-1.71040901245761,-1.71040901245761,1,0,0,"D"
"N+P","R2","Of_20-50","Of_20",2018-01-26,72,"T12","Nutrients","Of_20-50_T12",0,0,0.0252244901017435,0.0252244901017435,NA,NA,-1.59817760401027,-1.59817760401027,1,0,0,"D"
"N+P","R2","Of_6-49","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-49_T12",0,0,0.0501486065003679,0.0501486065003679,NA,NA,-1.2997411303925,-1.2997411303925,1,0,0,"D"
"N+P","R2","Of_6-72","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-72_T12",0,0,0.0730319603659255,0.0730319603659255,NA,NA,-1.13648704161958,-1.13648704161958,1,0,0,"D"
"N+P","R2","Of_6-82","Of_6",2018-01-26,72,"T12","Nutrients","Of_6-82_T12",0,0,0.0140353658328463,0.0140353658328463,NA,NA,-1.85277626296429,-1.85277626296429,1,0,0,"D"
"N+P","R2","Of_31-11","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-11_T12",0.0206975860778553,0,0,0.0206975860778553,-1.684080302572,NA,NA,-1.684080302572,0,0,1,"B"
"N+P","R2","Of_31-2","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-2_T12",0.0376005666544408,0,0.00136003807953748,0.0389606047339783,-1.42480561004462,NA,-2.86644893170222,-1.40937431076181,0.0349080330971188,0,0.965091966902881,"B"
"N+P","R2","Of_31-49","Of_31",2018-01-26,72,"T12","Nutrients","Of_31-49_T12",0.0512376955574802,0,0.000614521976955514,0.0518522175344357,-1.29041041111267,NA,-3.21146258096331,-1.2852326656515,0.01185141168837,0,0.98814858831163,"B"
"A","R1","Of_6-6","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-6_T14",0,0,0.000528328976531661,0.000528328976531661,NA,NA,-3.27709556950859,-3.27709556950859,1,0,0,"D"
"A","R1","Of_31-34","Of_31",2018-02-05,82,"T14","Nutrients","Of_31-34_T14",0,0,0.00618318800571424,0.00618318800571424,NA,NA,-2.20878754816344,-2.20878754816344,1,0,0,"D"
"A","R2","Of_6-40","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-40_T14",0,0,0.00768674568051659,0.00768674568051659,NA,NA,-2.11425748752386,-2.11425748752386,1,0,0,"D"
"N","R1","Of_6-81","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-81_T14",0,0,0.0110010011427283,0.0110010011427283,NA,NA,-1.95856779020742,-1.95856779020742,1,0,0,"D"
"N","R1","Of_31-30","Of_31",2018-02-05,82,"T14","Nutrients","Of_31-30_T14",0,0,0.01484715187359,0.01484715187359,NA,NA,-1.82835684898755,-1.82835684898755,1,0,0,"D"
"N","R2","Of_6-118","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-118_T14",0,0,0.00654571128216348,0.00654571128216348,NA,NA,-2.18404315444025,-2.18404315444025,1,0,0,"D"
"N+P","R1","Of_6-86","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-86_T14",0,0,0.0171084414470505,0.0171084414470505,NA,NA,-1.76678955222253,-1.76678955222253,1,0,0,"D"
"N+P","R1","Of_31-40","Of_31",2018-02-05,82,"T14","Nutrients","Of_31-40_T14",0,0,0.00153695800704939,0.00153695800704939,NA,NA,-2.81333799818397,-2.81333799818397,1,0,0,"D"
"N+P","R2","Of_6-82","Of_6",2018-02-05,82,"T14","Nutrients","Of_6-82_T14",0,0.00028917346477469,0.0295652493676457,0.0298544228324204,NA,-3.53884156141434,-1.52921845359923,-1.52499132050022,0.990313881919678,0.00968611808032216,0,"D"
"N+P","R2","Of_31-2","Of_31",2018-02-05,82,"T14","Nutrients","Of_31-2_T14",0,0,0.00834802754462185,0.00834802754462185,NA,NA,-2.07841612663371,-2.07841612663371,1,0,0,"D"
"A","R1","Of_34-20","Of_34",2018-02-23,100,"T19","Heat","Of_34-20_T19",0,0,0.0141611591831433,0.0141611591831433,NA,NA,-1.84890119535828,-1.84890119535828,1,0,0,"D"
"A","R1","Of_34-49","Of_34",2018-02-23,100,"T19","Heat","Of_34-49_T19",0,0,0.0281512119121959,0.0281512119121959,NA,NA,-1.55050290399381,-1.55050290399381,1,0,0,"D"
"A","R1","Of_20-19","Of_20",2018-02-23,100,"T19","Heat","Of_20-19_T19",0,0,0.0100875157465524,0.0100875157465524,NA,NA,-1.99621577433823,-1.99621577433823,1,0,0,"D"
"A","R1","Of_20-30","Of_20",2018-02-23,100,"T19","Heat","Of_20-30_T19",0,0,0.0164969357884218,0.0164969357884218,NA,NA,-1.78259671601419,-1.78259671601419,1,0,0,"D"
"A","R1","Of_6-112","Of_6",2018-02-23,100,"T19","Heat","Of_6-112_T19",0,0,0.0476542547434339,0.0476542547434339,NA,NA,-1.32189831791961,-1.32189831791961,1,0,0,"D"
"A","R1","Of_6-83","Of_6",2018-02-23,100,"T19","Heat","Of_6-83_T19",0,0,0.0189445146201319,0.0189445146201319,NA,NA,-1.72251651736174,-1.72251651736174,1,0,0,"D"
"A","R1","Of_31-41","Of_31",2018-02-23,100,"T19","Heat","Of_31-41_T19",0.0351871439249194,0,0.000791923891033402,0.0359790678159528,-1.45361598261026,NA,-3.10131655489094,-1.44395009300915,0.0220106839644764,0,0.977989316035524,"B"
"A","R1","Of_31-45","Of_31",2018-02-23,100,"T19","Heat","Of_31-45_T19",0.066702274099773,0,0,0.066702274099773,-1.17585935930464,NA,NA,-1.17585935930464,0,0,1,"B"
"A","R2","Of_34-23","Of_34",2018-02-23,100,"T19","Heat","Of_34-23_T19",0,0,0.0117366331842196,0.0117366331842196,NA,NA,-1.93045646860967,-1.93045646860967,1,0,0,"D"
"A","R2","Of_34-8","Of_34",2018-02-23,100,"T19","Heat","Of_34-8_T19",0,0,0.0889621193043926,0.0889621193043926,NA,NA,-1.05079487963747,-1.05079487963747,1,0,0,"D"
"A","R2","Of_20-3","Of_20",2018-02-23,100,"T19","Heat","Of_20-3_T19",0,0,0.0177868859531093,0.0177868859531093,NA,NA,-1.74990007955864,-1.74990007955864,1,0,0,"D"
"A","R2","Of_20-4","Of_20",2018-02-23,100,"T19","Heat","Of_20-4_T19",0,0,0.0239786237568094,0.0239786237568094,NA,NA,-1.62017574667401,-1.62017574667401,1,0,0,"D"
"A","R2","Of_6-116","Of_6",2018-02-23,100,"T19","Heat","Of_6-116_T19",0,0,0.0322271124324226,0.0322271124324226,NA,NA,-1.49177860577669,-1.49177860577669,1,0,0,"D"
"A","R2","Of_6-85","Of_6",2018-02-23,100,"T19","Heat","Of_6-85_T19",0,0,0.0434638907092478,0.0434638907092478,NA,NA,-1.36187140001442,-1.36187140001442,1,0,0,"D"
"A","R2","Of_31-46","Of_31",2018-02-23,100,"T19","Heat","Of_31-46_T19",0.0725727355694501,0,0.000741161714567462,0.0733138972840175,-1.13922650623738,NA,-3.13008702267954,-1.13481369327587,0.0101094300265638,0,0.989890569973436,"B"
"N","R1","Of_34-44","Of_34",2018-02-23,100,"T19","Heat","Of_34-44_T19",0,0,0.0672053790070539,0.0672053790070539,NA,NA,-1.17259596534511,-1.17259596534511,1,0,0,"D"
"N","R1","Of_20-2","Of_20",2018-02-23,100,"T19","Heat","Of_20-2_T19",0,0,0.0381163248462965,0.0381163248462965,NA,NA,-1.41888898043451,-1.41888898043451,1,0,0,"D"
"N","R1","Of_20-46","Of_20",2018-02-23,100,"T19","Heat","Of_20-46_T19",0,0,0.0335182988852598,0.0335182988852598,NA,NA,-1.47471803071872,-1.47471803071872,1,0,0,"D"
"N","R1","Of_6-9","Of_6",2018-02-23,100,"T19","Heat","Of_6-9_T19",0,0,0.0339221722193982,0.0339221722193982,NA,NA,-1.46951634531,-1.46951634531,1,0,0,"D"
"N","R1","Of_6-96","Of_6",2018-02-23,100,"T19","Heat","Of_6-96_T19",0,0,0.0134627556617872,0.0134627556617872,NA,NA,-1.87086603623256,-1.87086603623256,1,0,0,"D"
"N","R1","Of_31-25","Of_31",2018-02-23,100,"T19","Heat","Of_31-25_T19",0.154567591044458,0,0.00475949771972108,0.15932708876418,-0.810881561556398,NA,-2.32243887691467,-0.797710379248154,0.0298724953593148,0,0.970127504640685,"B"
"N","R1","Of_31-43","Of_31",2018-02-23,100,"T19","Heat","Of_31-43_T19",0,0,0.0180541054312773,0.0180541054312773,NA,NA,-1.74342402570212,-1.74342402570212,1,0,0,"D"
"N","R2","Of_34-24","Of_34",2018-02-23,100,"T19","Heat","Of_34-24_T19",0,0,0.0185432668727562,0.0185432668727562,NA,NA,-1.7318137513228,-1.7318137513228,1,0,0,"D"
"N","R2","Of_34-25","Of_34",2018-02-23,100,"T19","Heat","Of_34-25_T19",0,0,0.0377164056531233,0.0377164056531233,NA,NA,-1.42346970192075,-1.42346970192075,1,0,0,"D"
"N","R2","Of_20-29","Of_20",2018-02-23,100,"T19","Heat","Of_20-29_T19",0,0,0.0297748919011958,0.0297748919011958,NA,NA,-1.52614980656389,-1.52614980656389,1,0,0,"D"
"N","R2","Of_20-41","Of_20",2018-02-23,100,"T19","Heat","Of_20-41_T19",0,0,0.0225207622110624,0.0225207622110624,NA,NA,-1.64741691495494,-1.64741691495494,1,0,0,"D"
"N","R2","Of_6-12","Of_6",2018-02-23,100,"T19","Heat","Of_6-12_T19",0,0,0.0572586932626016,0.0572586932626016,NA,NA,-1.24215856751451,-1.24215856751451,1,0,0,"D"
"N","R2","Of_6-19","Of_6",2018-02-23,100,"T19","Heat","Of_6-19_T19",0,0,0.0839009986809648,0.0839009986809648,NA,NA,-1.07623286969513,-1.07623286969513,1,0,0,"D"
"N","R2","Of_31-10","Of_31",2018-02-23,100,"T19","Heat","Of_31-10_T19",0,0.000173997203338023,0.00429532876390475,0.00446932596724278,NA,-3.75945773208881,-2.36700358971741,-2.3497579692125,0.961068580673393,0.0389314193266071,0,"D"
"N+P","R1","Of_34-22","Of_34",2018-02-23,100,"T19","Heat","Of_34-22_T19",0,0,0.0344407674120305,0.0344407674120305,NA,NA,-1.46292718012497,-1.46292718012497,1,0,0,"D"
"N+P","R1","Of_34-9","Of_34",2018-02-23,100,"T19","Heat","Of_34-9_T19",0,0,0.0167919070445207,0.0167919070445207,NA,NA,-1.7748999785564,-1.7748999785564,1,0,0,"D"
"N+P","R1","Of_20-17","Of_20",2018-02-23,100,"T19","Heat","Of_20-17_T19",0,0,0.0100323409881638,0.0100323409881638,NA,NA,-1.99859771507384,-1.99859771507384,1,0,0,"D"
"N+P","R1","Of_20-34","Of_20",2018-02-23,100,"T19","Heat","Of_20-34_T19",0,0,0.0449213084545319,0.0449213084545319,NA,NA,-1.34754760222565,-1.34754760222565,1,0,0,"D"
"N+P","R1","Of_6-115","Of_6",2018-02-23,100,"T19","Heat","Of_6-115_T19",0,0,0.051926710390832,0.051926710390832,NA,NA,-1.28460918952437,-1.28460918952437,1,0,0,"D"
"N+P","R1","Of_6-61","Of_6",2018-02-23,100,"T19","Heat","Of_6-61_T19",0,0,0.185902727380753,0.185902727380753,NA,NA,-0.730714238642722,-0.730714238642722,1,0,0,"D"
"N+P","R2","Of_34-21","Of_34",2018-02-23,100,"T19","Heat","Of_34-21_T19",0,0,0.0555998149301157,0.0555998149301157,NA,NA,-1.25492665401081,-1.25492665401081,1,0,0,"D"
"N+P","R2","Of_34-32","Of_34",2018-02-23,100,"T19","Heat","Of_34-32_T19",0,0,0.105855805087951,0.105855805087951,NA,NA,-0.975285320464273,-0.975285320464273,1,0,0,"D"
"N+P","R2","Of_20-50","Of_20",2018-02-23,100,"T19","Heat","Of_20-50_T19",0,0.0002386502012234,0.100187148910939,0.100425799112163,NA,-3.62223819511221,-0.999187982211288,-0.998154703797217,0.997623616607154,0.00237638339284568,0,"D"
"N+P","R2","Of_6-49","Of_6",2018-02-23,100,"T19","Heat","Of_6-49_T19",0,0,0.0333652576432399,0.0333652576432399,NA,NA,-1.47670551722096,-1.47670551722096,1,0,0,"D"
"N+P","R2","Of_6-72","Of_6",2018-02-23,100,"T19","Heat","Of_6-72_T19",0,0,0.0930812861231553,0.0930812861231553,NA,NA,-1.03113762460823,-1.03113762460823,1,0,0,"D"
"A","R1","Of_34-20","Of_34",2018-03-06,111,"T22","Heat","Of_34-20_T22",0,0.00071828400161028,0.118514790465581,0.119233074467191,NA,-3.1437038065303,-0.926227446980853,-0.923603257463558,0.993975799040492,0.0060242009595075,0,"D"
"A","R1","Of_34-49","Of_34",2018-03-06,111,"T22","Heat","Of_34-49_T22",0,0,0.0619952990559531,0.0619952990559531,NA,NA,-1.20764124068661,-1.20764124068661,1,0,0,"D"
"A","R1","Of_20-19","Of_20",2018-03-06,111,"T22","Heat","Of_20-19_T22",0,0,0.460705411515465,0.460705411515465,NA,NA,-0.33657668642867,-0.33657668642867,1,0,0,"D"
"A","R1","Of_20-30","Of_20",2018-03-06,111,"T22","Heat","Of_20-30_T22",0,0,0.0296778984165402,0.0296778984165402,NA,NA,-1.52756685603502,-1.52756685603502,1,0,0,"D"
"A","R1","Of_6-112","Of_6",2018-03-06,111,"T22","Heat","Of_6-112_T22",0,0,0.027766316684369,0.027766316684369,NA,NA,-1.55648172737069,-1.55648172737069,1,0,0,"D"
"A","R1","Of_6-83","Of_6",2018-03-06,111,"T22","Heat","Of_6-83_T22",0,0,0.019268838087698,0.019268838087698,NA,NA,-1.71514447254304,-1.71514447254304,1,0,0,"D"
"A","R2","Of_34-23","Of_34",2018-03-06,111,"T22","Heat","Of_34-23_T22",0,0,0.0620121036079955,0.0620121036079955,NA,NA,-1.20752353603172,-1.20752353603172,1,0,0,"D"
"A","R2","Of_34-8","Of_34",2018-03-06,111,"T22","Heat","Of_34-8_T22",0,0,0.0741431155279835,0.0741431155279835,NA,NA,-1.12992916866816,-1.12992916866816,1,0,0,"D"
"A","R2","Of_20-3","Of_20",2018-03-06,111,"T22","Heat","Of_20-3_T22",0,0,0.0163719703743966,0.0163719703743966,NA,NA,-1.7858990498958,-1.7858990498958,1,0,0,"D"
"A","R2","Of_20-4","Of_20",2018-03-06,111,"T22","Heat","Of_20-4_T22",0,0,0.0154225218619927,0.0154225218619927,NA,NA,-1.81184460545513,-1.81184460545513,1,0,0,"D"
"A","R2","Of_6-85","Of_6",2018-03-06,111,"T22","Heat","Of_6-85_T22",0,0,0.0402984306964557,0.0402984306964557,NA,NA,-1.39471186584747,-1.39471186584747,1,0,0,"D"
"N","R1","Of_34-44","Of_34",2018-03-06,111,"T22","Heat","Of_34-44_T22",0,0,0.0918672837500168,0.0918672837500168,NA,NA,-1.03683912426716,-1.03683912426716,1,0,0,"D"
"N","R1","Of_34-5","Of_34",2018-03-06,111,"T22","Heat","Of_34-5_T22",0,0,0.0127917167193671,0.0127917167193671,NA,NA,-1.89307116688049,-1.89307116688049,1,0,0,"D"
"N","R1","Of_20-2","Of_20",2018-03-06,111,"T22","Heat","Of_20-2_T22",0,0,0.174349405652576,0.174349405652576,NA,NA,-0.758579528771208,-0.758579528771208,1,0,0,"D"
"N","R1","Of_20-46","Of_20",2018-03-06,111,"T22","Heat","Of_20-46_T22",0,0,0.0311985316184017,0.0311985316184017,NA,NA,-1.50586584588644,-1.50586584588644,1,0,0,"D"
