"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
14,2018-02-07,"A.cer","A.cer_157","Ambient","R1",0.584,"2018-02-07_157","Acer_31",84,"A.cer_157_14"
21,2018-03-05,"A.cer","A.cer_160","Ambient","R2",0.366,"2018-03-05_160","Acer_31",110,"A.cer_160_21"
15,2018-02-12,"A.cer","A.cer_247","N+P","R2",0.576,"2018-02-12_247","Acer_31",89,"A.cer_247_15"
15,2018-02-12,"A.cer","A.cer_248","Ambient","R1",0.573,"2018-02-12_248","Acer_31",89,"A.cer_248_15"
3,2017-10-19,"A.cer","A.cer_150","N","R1",0.492,"2017-10-19_150","Acer_31",-27,"A.cer_150_3"
5,2017-11-16,"A.cer","A.cer_150","N","R1",0.606,"2017-11-16_150","Acer_31",1,"A.cer_150_5"
18,2018-02-22,"A.cer","A.cer_152","Ambient","R2",0.512,"2018-02-22_152","Acer_31",99,"A.cer_152_18"
10,2018-01-03,"A.cer","A.cer_247","N+P","R2",0.653,"2018-01-03_247","Acer_31",49,"A.cer_247_10"
4,2017-11-06,"A.cer","A.cer_150","N","R1",0.677,"2017-11-06_150","Acer_31",-9,"A.cer_150_4"
7,2017-11-29,"A.cer","A.cer_150","N","R1",0.62,"2017-11-29_150","Acer_31",14,"A.cer_150_7"
18,2018-02-22,"A.cer","A.cer_248","Ambient","R1",0.556,"2018-02-22_248","Acer_31",99,"A.cer_248_18"
7,2017-11-29,"A.cer","A.cer_158","N","R1",0.638,"2017-11-29_158","Acer_31",14,"A.cer_158_7"
6,2017-11-23,"A.cer","A.cer_150","N","R1",0.646,"2017-11-23_150","Acer_31",8,"A.cer_150_6"
14,2018-02-07,"A.cer","A.cer_248","Ambient","R1",0.593,"2018-02-07_248","Acer_31",84,"A.cer_248_14"
1,2017-08-30,"A.cer","A.cer_246","N","R2",0.508,"2017-08-30_246","Acer_31",-77,"A.cer_246_1"
4,2017-11-06,"A.cer","A.cer_158","N","R1",0.684,"2017-11-06_158","Acer_31",-9,"A.cer_158_4"
5,2017-11-16,"A.cer","A.cer_169","Ambient","R1",0.58,"2017-11-16_169","Acer_07",1,"A.cer_169_5"
4,2017-11-06,"A.cer","A.cer_169","Ambient","R1",0.654,"2017-11-06_169","Acer_07",-9,"A.cer_169_4"
7,2017-11-29,"A.cer","A.cer_267","Ambient","R1",0.61,"2017-11-29_267","Acer_07",14,"A.cer_267_7"
2,2017-10-10,"A.cer","A.cer_270","Ambient","R2",0.549,"2017-10-10_270","Acer_07",-36,"A.cer_270_2"
19,2018-02-26,"A.cer","A.cer_173","Ambient","R2",0.477,"2018-02-26_173","Acer_07",103,"A.cer_173_19"
0,2017-07-26,"A.cer","A.cer_175","N+P","R2",0.604,"2017-07-26_175","Acer_07",-112,"A.cer_175_0"
2,2017-10-10,"A.cer","A.cer_173","Ambient","R2",0.539,"2017-10-10_173","Acer_07",-36,"A.cer_173_2"
7,2017-11-29,"A.cer","A.cer_273","Ambient","R1",0.597,"2017-11-29_273","Acer_07",14,"A.cer_273_7"
19,2018-02-26,"A.cer","A.cer_166","Ambient","R2",0.488,"2018-02-26_166","Acer_07",103,"A.cer_166_19"
1,2017-08-30,"A.cer","A.cer_175","N+P","R2",0.534,"2017-08-30_175","Acer_07",-77,"A.cer_175_1"
1,2017-08-30,"A.cer","A.cer_263","N+P","R1",0.484,"2017-08-30_263","Acer_07",-77,"A.cer_263_1"
13,2018-01-30,"A.cer","A.cer_269","N+P","R1",0.563,"2018-01-30_269","Acer_07",76,"A.cer_269_13"
2,2017-10-10,"A.cer","A.cer_265","N","R2",0.481,"2017-10-10_265","Acer_07",-36,"A.cer_265_2"
1,2017-08-30,"A.cer","A.cer_174","N","R2",0.514,"2017-08-30_174","Acer_07",-77,"A.cer_174_1"
13,2018-01-30,"A.cer","A.cer_263","N+P","R1",0.531,"2018-01-30_263","Acer_07",76,"A.cer_263_13"
14,2018-02-07,"A.cer","A.cer_264","Ambient","R2",0.517,"2018-02-07_264","Acer_07",84,"A.cer_264_14"
0,2017-07-26,"A.cer","A.cer_274","N","R1",0.589,"2017-07-26_274","Acer_07",-112,"A.cer_274_0"
13,2018-01-30,"A.cer","A.cer_272","N+P","R2",0.586,"2018-01-30_272","Acer_07",76,"A.cer_272_13"
22,2018-03-08,"A.cer","A.cer_261","Ambient","R1",0.293,"2018-03-08_261","Acer_07",113,"A.cer_261_22"
5,2017-11-16,"A.cer","A.cer_271","N","R2",0.605,"2017-11-16_271","Acer_07",1,"A.cer_271_5"
0,2017-07-26,"A.cer","A.cer_173","Ambient","R2",0.609,"2017-07-26_173","Acer_07",-112,"A.cer_173_0"
5,2017-11-16,"A.cer","A.cer_162","Ambient","R1",0.587,"2017-11-16_162","Acer_07",1,"A.cer_162_5"
13,2018-01-30,"A.cer","A.cer_174","N","R2",0.681,"2018-01-30_174","Acer_07",76,"A.cer_174_13"
7,2017-11-29,"A.cer","A.cer_263","N+P","R1",0.582,"2017-11-29_263","Acer_07",14,"A.cer_263_7"
2,2017-10-10,"A.cer","A.cer_174","N","R2",0.476,"2017-10-10_174","Acer_07",-36,"A.cer_174_2"
22,2018-03-08,"A.cer","A.cer_169","Ambient","R1",0.302,"2018-03-08_169","Acer_07",113,"A.cer_169_22"
5,2017-11-16,"A.cer","A.cer_270","Ambient","R2",0.608,"2017-11-16_270","Acer_07",1,"A.cer_270_5"
3,2017-10-19,"A.cer","A.cer_270","Ambient","R2",0.541,"2017-10-19_270","Acer_07",-27,"A.cer_270_3"
2,2017-10-10,"A.cer","A.cer_171","N+P","R1",0.473,"2017-10-10_171","Acer_07",-36,"A.cer_171_2"
8,2017-12-06,"A.cer","A.cer_267","Ambient","R1",0.573,"2017-12-06_267","Acer_07",21,"A.cer_267_8"
4,2017-11-06,"A.cer","A.cer_162","Ambient","R1",0.652,"2017-11-06_162","Acer_07",-9,"A.cer_162_4"
2,2017-10-10,"A.cer","A.cer_264","Ambient","R2",0.523,"2017-10-10_264","Acer_07",-36,"A.cer_264_2"
19,2018-02-26,"A.cer","A.cer_264","Ambient","R2",0.504,"2018-02-26_264","Acer_07",103,"A.cer_264_19"
13,2018-01-30,"A.cer","A.cer_165","N+P","R1",0.568,"2018-01-30_165","Acer_07",76,"A.cer_165_13"
10,2018-01-03,"A.cer","A.cer_173","Ambient","R2",0.514,"2018-01-03_173","Acer_07",49,"A.cer_173_10"
13,2018-01-30,"A.cer","A.cer_261","Ambient","R1",0.531,"2018-01-30_261","Acer_07",76,"A.cer_261_13"
6,2017-11-23,"A.cer","A.cer_166","Ambient","R2",0.581,"2017-11-23_166","Acer_07",8,"A.cer_166_6"
4,2017-11-06,"A.cer","A.cer_271","N","R2",0.661,"2017-11-06_271","Acer_07",-9,"A.cer_271_4"
4,2017-11-06,"A.cer","A.cer_261","Ambient","R1",0.655,"2017-11-06_261","Acer_07",-9,"A.cer_261_4"
4,2017-11-06,"A.cer","A.cer_269","N+P","R1",0.642,"2017-11-06_269","Acer_07",-9,"A.cer_269_4"
0,2017-07-26,"A.cer","A.cer_171","N+P","R1",0.609,"2017-07-26_171","Acer_07",-112,"A.cer_171_0"
4,2017-11-06,"A.cer","A.cer_263","N+P","R1",0.627,"2017-11-06_263","Acer_07",-9,"A.cer_263_4"
13,2018-01-30,"A.cer","A.cer_171","N+P","R1",0.553,"2018-01-30_171","Acer_07",76,"A.cer_171_13"
1,2017-08-30,"A.cer","A.cer_173","Ambient","R2",0.516,"2017-08-30_173","Acer_07",-77,"A.cer_173_1"
0,2017-07-26,"A.cer","A.cer_266","N+P","R2",0.644,"2017-07-26_266","Acer_07",-112,"A.cer_266_0"
14,2018-02-07,"A.cer","A.cer_173","Ambient","R2",0.49,"2018-02-07_173","Acer_07",84,"A.cer_173_14"
0,2017-07-26,"A.cer","A.cer_265","N","R2",0.615,"2017-07-26_265","Acer_07",-112,"A.cer_265_0"
5,2017-11-16,"A.cer","A.cer_274","N","R1",0.567,"2017-11-16_274","Acer_07",1,"A.cer_274_5"
2,2017-10-10,"A.cer","A.cer_263","N+P","R1",0.46,"2017-10-10_263","Acer_07",-36,"A.cer_263_2"
6,2017-11-23,"A.cer","A.cer_162","Ambient","R1",0.597,"2017-11-23_162","Acer_07",8,"A.cer_162_6"
8,2017-12-06,"A.cer","A.cer_273","Ambient","R1",0.574,"2017-12-06_273","Acer_07",21,"A.cer_273_8"
5,2017-11-16,"A.cer","A.cer_174","N","R2",0.601,"2017-11-16_174","Acer_07",1,"A.cer_174_5"
12,2018-01-25,"A.cer","A.cer_174","N","R2",0.596,"2018-01-25_174","Acer_07",71,"A.cer_174_12"
1,2017-08-30,"A.cer","A.cer_170","N","R1",0.498,"2017-08-30_170","Acer_07",-77,"A.cer_170_1"
1,2017-08-30,"A.cer","A.cer_169","Ambient","R1",0.502,"2017-08-30_169","Acer_07",-77,"A.cer_169_1"
4,2017-11-06,"A.cer","A.cer_171","N+P","R1",0.635,"2017-11-06_171","Acer_07",-9,"A.cer_171_4"
3,2017-10-19,"A.cer","A.cer_165","N+P","R1",0.534,"2017-10-19_165","Acer_07",-27,"A.cer_165_3"
4,2017-11-06,"A.cer","A.cer_166","Ambient","R2",0.673,"2017-11-06_166","Acer_07",-9,"A.cer_166_4"
4,2017-11-06,"A.cer","A.cer_165","N+P","R1",0.647,"2017-11-06_165","Acer_07",-9,"A.cer_165_4"
12,2018-01-25,"A.cer","A.cer_270","Ambient","R2",0.527,"2018-01-25_270","Acer_07",71,"A.cer_270_12"
7,2017-11-29,"A.cer","A.cer_269","N+P","R1",0.585,"2017-11-29_269","Acer_07",14,"A.cer_269_7"
5,2017-11-16,"A.cer","A.cer_166","Ambient","R2",0.602,"2017-11-16_166","Acer_07",1,"A.cer_166_5"
3,2017-10-19,"A.cer","A.cer_264","Ambient","R2",0.53,"2017-10-19_264","Acer_07",-27,"A.cer_264_3"
5,2017-11-16,"A.cer","A.cer_264","Ambient","R2",0.607,"2017-11-16_264","Acer_07",1,"A.cer_264_5"
22,2018-03-08,"A.cer","A.cer_273","Ambient","R1",0.256,"2018-03-08_273","Acer_07",113,"A.cer_273_22"
4,2017-11-06,"A.cer","A.cer_262","N","R1",0.66,"2017-11-06_262","Acer_07",-9,"A.cer_262_4"
11,2018-01-19,"A.cer","A.cer_162","Ambient","R1",0.602,"2018-01-19_162","Acer_07",65,"A.cer_162_11"
2,2017-10-10,"A.cer","A.cer_271","N","R2",0.526,"2017-10-10_271","Acer_07",-36,"A.cer_271_2"
0,2017-07-26,"A.cer","A.cer_263","N+P","R1",0.605,"2017-07-26_263","Acer_07",-112,"A.cer_263_0"
14,2018-02-07,"A.cer","A.cer_171","N+P","R1",0.579,"2018-02-07_171","Acer_07",84,"A.cer_171_14"
1,2017-08-30,"A.cer","A.cer_168","N+P","R2",0.514,"2017-08-30_168","Acer_07",-77,"A.cer_168_1"
2,2017-10-10,"A.cer","A.cer_272","N+P","R2",0.486,"2017-10-10_272","Acer_07",-36,"A.cer_272_2"
13,2018-01-30,"A.cer","A.cer_274","N","R1",0.565,"2018-01-30_274","Acer_07",76,"A.cer_274_13"
11,2018-01-19,"A.cer","A.cer_264","Ambient","R2",0.467,"2018-01-19_264","Acer_07",65,"A.cer_264_11"
13,2018-01-30,"A.cer","A.cer_162","Ambient","R1",0.525,"2018-01-30_162","Acer_07",76,"A.cer_162_13"
13,2018-01-30,"A.cer","A.cer_169","Ambient","R1",0.501,"2018-01-30_169","Acer_07",76,"A.cer_169_13"
12,2018-01-25,"A.cer","A.cer_170","N","R1",0.626,"2018-01-25_170","Acer_07",71,"A.cer_170_12"
2,2017-10-10,"A.cer","A.cer_167","N","R2",0.492,"2017-10-10_167","Acer_07",-36,"A.cer_167_2"
0,2017-07-26,"A.cer","A.cer_174","N","R2",0.608,"2017-07-26_174","Acer_07",-112,"A.cer_174_0"
5,2017-11-16,"A.cer","A.cer_265","N","R2",0.6,"2017-11-16_265","Acer_07",1,"A.cer_265_5"
3,2017-10-19,"A.cer","A.cer_168","N+P","R2",0.459,"2017-10-19_168","Acer_07",-27,"A.cer_168_3"
1,2017-08-30,"A.cer","A.cer_171","N+P","R1",0.469,"2017-08-30_171","Acer_07",-77,"A.cer_171_1"
10,2018-01-03,"A.cer","A.cer_162","Ambient","R1",0.562,"2018-01-03_162","Acer_07",49,"A.cer_162_10"
1,2017-08-30,"A.cer","A.cer_268","N","R1",0.521,"2017-08-30_268","Acer_07",-77,"A.cer_268_1"
12,2018-01-25,"A.cer","A.cer_164","N","R1",0.632,"2018-01-25_164","Acer_07",71,"A.cer_164_12"
11,2018-01-19,"A.cer","A.cer_169","Ambient","R1",0.608,"2018-01-19_169","Acer_07",65,"A.cer_169_11"
11,2018-01-19,"A.cer","A.cer_261","Ambient","R1",0.606,"2018-01-19_261","Acer_07",65,"A.cer_261_11"
11,2018-01-19,"A.cer","A.cer_267","Ambient","R1",0.588,"2018-01-19_267","Acer_07",65,"A.cer_267_11"
2,2017-10-10,"A.cer","A.cer_165","N+P","R1",0.489,"2017-10-10_165","Acer_07",-36,"A.cer_165_2"
13,2018-01-30,"A.cer","A.cer_265","N","R2",0.584,"2018-01-30_265","Acer_07",76,"A.cer_265_13"
13,2018-01-30,"A.cer","A.cer_271","N","R2",0.596,"2018-01-30_271","Acer_07",76,"A.cer_271_13"
13,2018-01-30,"A.cer","A.cer_166","Ambient","R2",0.479,"2018-01-30_166","Acer_07",76,"A.cer_166_13"
13,2018-01-30,"A.cer","A.cer_264","Ambient","R2",0.526,"2018-01-30_264","Acer_07",76,"A.cer_264_13"
20,2018-03-01,"A.cer","A.cer_261","Ambient","R1",0.459,"2018-03-01_261","Acer_07",106,"A.cer_261_20"
12,2018-01-25,"A.cer","A.cer_261","Ambient","R1",0.531,"2018-01-25_261","Acer_07",71,"A.cer_261_12"
12,2018-01-25,"A.cer","A.cer_267","Ambient","R1",0.547,"2018-01-25_267","Acer_07",71,"A.cer_267_12"
8,2017-12-06,"A.cer","A.cer_164","N","R1",0.622,"2017-12-06_164","Acer_07",21,"A.cer_164_8"
20,2018-03-01,"A.cer","A.cer_273","Ambient","R1",0.419,"2018-03-01_273","Acer_07",106,"A.cer_273_20"
11,2018-01-19,"A.cer","A.cer_173","Ambient","R2",0.49,"2018-01-19_173","Acer_07",65,"A.cer_173_11"
7,2017-11-29,"A.cer","A.cer_166","Ambient","R2",0.596,"2017-11-29_166","Acer_07",14,"A.cer_166_7"
7,2017-11-29,"A.cer","A.cer_173","Ambient","R2",0.582,"2017-11-29_173","Acer_07",14,"A.cer_173_7"
19,2018-02-26,"A.cer","A.cer_169","Ambient","R1",0.481,"2018-02-26_169","Acer_07",103,"A.cer_169_19"
4,2017-11-06,"A.cer","A.cer_264","Ambient","R2",0.676,"2017-11-06_264","Acer_07",-9,"A.cer_264_4"
4,2017-11-06,"A.cer","A.cer_270","Ambient","R2",0.675,"2017-11-06_270","Acer_07",-9,"A.cer_270_4"
6,2017-11-23,"A.cer","A.cer_270","Ambient","R2",0.585,"2017-11-23_270","Acer_07",8,"A.cer_270_6"
22,2018-03-08,"A.cer","A.cer_166","Ambient","R2",0.325,"2018-03-08_166","Acer_07",113,"A.cer_166_22"
0,2017-07-26,"A.cer","A.cer_273","Ambient","R1",0.627,"2017-07-26_273","Acer_07",-112,"A.cer_273_0"
3,2017-10-19,"A.cer","A.cer_169","Ambient","R1",0.505,"2017-10-19_169","Acer_07",-27,"A.cer_169_3"
11,2018-01-19,"A.cer","A.cer_166","Ambient","R2",0.442,"2018-01-19_166","Acer_07",65,"A.cer_166_11"
12,2018-01-25,"A.cer","A.cer_166","Ambient","R2",0.482,"2018-01-25_166","Acer_07",71,"A.cer_166_12"
12,2018-01-25,"A.cer","A.cer_173","Ambient","R2",0.499,"2018-01-25_173","Acer_07",71,"A.cer_173_12"
13,2018-01-30,"A.cer","A.cer_268","N","R1",0.587,"2018-01-30_268","Acer_07",76,"A.cer_268_13"
2,2017-10-10,"A.cer","A.cer_170","N","R1",0.497,"2017-10-10_170","Acer_07",-36,"A.cer_170_2"
14,2018-02-07,"A.cer","A.cer_166","Ambient","R2",0.46,"2018-02-07_166","Acer_07",84,"A.cer_166_14"
2,2017-10-10,"A.cer","A.cer_262","N","R1",0.479,"2017-10-10_262","Acer_07",-36,"A.cer_262_2"
3,2017-10-19,"A.cer","A.cer_268","N","R1",0.542,"2017-10-19_268","Acer_07",-27,"A.cer_268_3"
6,2017-11-23,"A.cer","A.cer_274","N","R1",0.628,"2017-11-23_274","Acer_07",8,"A.cer_274_6"
6,2017-11-23,"A.cer","A.cer_167","N","R2",0.608,"2017-11-23_167","Acer_07",8,"A.cer_167_6"
13,2018-01-30,"A.cer","A.cer_273","Ambient","R1",0.467,"2018-01-30_273","Acer_07",76,"A.cer_273_13"
3,2017-10-19,"A.cer","A.cer_174","N","R2",0.502,"2017-10-19_174","Acer_07",-27,"A.cer_174_3"
3,2017-10-19,"A.cer","A.cer_265","N","R2",0.498,"2017-10-19_265","Acer_07",-27,"A.cer_265_3"
0,2017-07-26,"A.cer","A.cer_264","Ambient","R2",0.625,"2017-07-26_264","Acer_07",-112,"A.cer_264_0"
0,2017-07-26,"A.cer","A.cer_261","Ambient","R1",0.625,"2017-07-26_261","Acer_07",-112,"A.cer_261_0"
6,2017-11-23,"A.cer","A.cer_271","N","R2",0.622,"2017-11-23_271","Acer_07",8,"A.cer_271_6"
14,2018-02-07,"A.cer","A.cer_164","N","R1",0.592,"2018-02-07_164","Acer_07",84,"A.cer_164_14"
8,2017-12-06,"A.cer","A.cer_262","N","R1",0.636,"2017-12-06_262","Acer_07",21,"A.cer_262_8"
8,2017-12-06,"A.cer","A.cer_268","N","R1",0.646,"2017-12-06_268","Acer_07",21,"A.cer_268_8"
8,2017-12-06,"A.cer","A.cer_274","N","R1",0.623,"2017-12-06_274","Acer_07",21,"A.cer_274_8"
5,2017-11-16,"A.cer","A.cer_165","N+P","R1",0.6,"2017-11-16_165","Acer_07",1,"A.cer_165_5"
8,2017-12-06,"A.cer","A.cer_261","Ambient","R1",0.563,"2017-12-06_261","Acer_07",21,"A.cer_261_8"
9,2017-12-13,"A.cer","A.cer_267","Ambient","R1",0.571,"2017-12-13_267","Acer_07",28,"A.cer_267_9"
14,2018-02-07,"A.cer","A.cer_271","N","R2",0.597,"2018-02-07_271","Acer_07",84,"A.cer_271_14"
2,2017-10-10,"A.cer","A.cer_269","N+P","R1",0.528,"2017-10-10_269","Acer_07",-36,"A.cer_269_2"
3,2017-10-19,"A.cer","A.cer_162","Ambient","R1",0.524,"2017-10-19_162","Acer_07",-27,"A.cer_162_3"
13,2018-01-30,"A.cer","A.cer_266","N+P","R2",0.59,"2018-01-30_266","Acer_07",76,"A.cer_266_13"
4,2017-11-06,"A.cer","A.cer_175","N+P","R2",0.658,"2017-11-06_175","Acer_07",-9,"A.cer_175_4"
1,2017-08-30,"A.cer","A.cer_265","N","R2",0.45,"2017-08-30_265","Acer_07",-77,"A.cer_265_1"
2,2017-10-10,"A.cer","A.cer_169","Ambient","R1",0.45,"2017-10-10_169","Acer_07",-36,"A.cer_169_2"
3,2017-10-19,"A.cer","A.cer_272","N+P","R2",0.503,"2017-10-19_272","Acer_07",-27,"A.cer_272_3"
1,2017-08-30,"A.cer","A.cer_267","Ambient","R1",0.479,"2017-08-30_267","Acer_07",-77,"A.cer_267_1"
19,2018-02-26,"A.cer","A.cer_162","Ambient","R1",0.488,"2018-02-26_162","Acer_07",103,"A.cer_162_19"
8,2017-12-06,"A.cer","A.cer_174","N","R2",0.612,"2017-12-06_174","Acer_07",21,"A.cer_174_8"
14,2018-02-07,"A.cer","A.cer_263","N+P","R1",0.573,"2018-02-07_263","Acer_07",84,"A.cer_263_14"
11,2018-01-19,"A.cer","A.cer_270","Ambient","R2",0.497,"2018-01-19_270","Acer_07",65,"A.cer_270_11"
2,2017-10-10,"A.cer","A.cer_166","Ambient","R2",0.487,"2017-10-10_166","Acer_07",-36,"A.cer_166_2"
5,2017-11-16,"A.cer","A.cer_173","Ambient","R2",0.608,"2017-11-16_173","Acer_07",1,"A.cer_173_5"
3,2017-10-19,"A.cer","A.cer_164","N","R1",0.51,"2017-10-19_164","Acer_07",-27,"A.cer_164_3"
4,2017-11-06,"A.cer","A.cer_168","N+P","R2",0.661,"2017-11-06_168","Acer_07",-9,"A.cer_168_4"
6,2017-11-23,"A.cer","A.cer_262","N","R1",0.641,"2017-11-23_262","Acer_07",8,"A.cer_262_6"
4,2017-11-06,"A.cer","A.cer_268","N","R1",0.65,"2017-11-06_268","Acer_07",-9,"A.cer_268_4"
13,2018-01-30,"A.cer","A.cer_262","N","R1",0.57,"2018-01-30_262","Acer_07",76,"A.cer_262_13"
13,2018-01-30,"A.cer","A.cer_170","N","R1",0.578,"2018-01-30_170","Acer_07",76,"A.cer_170_13"
2,2017-10-10,"A.cer","A.cer_164","N","R1",0.51,"2017-10-10_164","Acer_07",-36,"A.cer_164_2"
2,2017-10-10,"A.cer","A.cer_268","N","R1",0.505,"2017-10-10_268","Acer_07",-36,"A.cer_268_2"
5,2017-11-16,"A.cer","A.cer_262","N","R1",0.603,"2017-11-16_262","Acer_07",1,"A.cer_262_5"
5,2017-11-16,"A.cer","A.cer_268","N","R1",0.609,"2017-11-16_268","Acer_07",1,"A.cer_268_5"
12,2018-01-25,"A.cer","A.cer_269","N+P","R1",0.541,"2018-01-25_269","Acer_07",71,"A.cer_269_12"
0,2017-07-26,"A.cer","A.cer_170","N","R1",0.635,"2017-07-26_170","Acer_07",-112,"A.cer_170_0"
4,2017-11-06,"A.cer","A.cer_167","N","R2",0.665,"2017-11-06_167","Acer_07",-9,"A.cer_167_4"
3,2017-10-19,"A.cer","A.cer_167","N","R2",0.475,"2017-10-19_167","Acer_07",-27,"A.cer_167_3"
4,2017-11-06,"A.cer","A.cer_265","N","R2",0.66,"2017-11-06_265","Acer_07",-9,"A.cer_265_4"
13,2018-01-30,"A.cer","A.cer_175","N+P","R2",0.595,"2018-01-30_175","Acer_07",76,"A.cer_175_13"
12,2018-01-25,"A.cer","A.cer_169","Ambient","R1",0.516,"2018-01-25_169","Acer_07",71,"A.cer_169_12"
1,2017-08-30,"A.cer","A.cer_164","N","R1",0.54,"2017-08-30_164","Acer_07",-77,"A.cer_164_1"
9,2017-12-13,"A.cer","A.cer_170","N","R1",0.619,"2017-12-13_170","Acer_07",28,"A.cer_170_9"
0,2017-07-26,"A.cer","A.cer_262","N","R1",0.62,"2017-07-26_262","Acer_07",-112,"A.cer_262_0"
12,2018-01-25,"A.cer","A.cer_168","N+P","R2",0.562,"2018-01-25_168","Acer_07",71,"A.cer_168_12"
23,2018-03-25,"A.cer","A.cer_261","Ambient","R1",0.48,"2018-03-25_261","Acer_07",130,"A.cer_261_23"
12,2018-01-25,"A.cer","A.cer_266","N+P","R2",0.573,"2018-01-25_266","Acer_07",71,"A.cer_266_12"
3,2017-10-19,"A.cer","A.cer_171","N+P","R1",0.471,"2017-10-19_171","Acer_07",-27,"A.cer_171_3"
5,2017-11-16,"A.cer","A.cer_263","N+P","R1",0.59,"2017-11-16_263","Acer_07",1,"A.cer_263_5"
9,2017-12-13,"A.cer","A.cer_273","Ambient","R1",0.591,"2017-12-13_273","Acer_07",28,"A.cer_273_9"
7,2017-11-29,"A.cer","A.cer_261","Ambient","R1",0.593,"2017-11-29_261","Acer_07",14,"A.cer_261_7"
13,2018-01-30,"A.cer","A.cer_173","Ambient","R2",0.481,"2018-01-30_173","Acer_07",76,"A.cer_173_13"
6,2017-11-23,"A.cer","A.cer_267","Ambient","R1",0.609,"2017-11-23_267","Acer_07",8,"A.cer_267_6"
13,2018-01-30,"A.cer","A.cer_270","Ambient","R2",0.497,"2018-01-30_270","Acer_07",76,"A.cer_270_13"
2,2017-10-10,"A.cer","A.cer_162","Ambient","R1",0.508,"2017-10-10_162","Acer_07",-36,"A.cer_162_2"
1,2017-08-30,"A.cer","A.cer_264","Ambient","R2",0.531,"2017-08-30_264","Acer_07",-77,"A.cer_264_1"
15,2018-02-12,"A.cer","A.cer_174","N","R2",0.584,"2018-02-12_174","Acer_07",89,"A.cer_174_15"
14,2018-02-07,"A.cer","A.cer_165","N+P","R1",0.593,"2018-02-07_165","Acer_07",84,"A.cer_165_14"
8,2017-12-06,"A.cer","A.cer_167","N","R2",0.625,"2017-12-06_167","Acer_07",21,"A.cer_167_8"
4,2017-11-06,"A.cer","A.cer_267","Ambient","R1",0.661,"2017-11-06_267","Acer_07",-9,"A.cer_267_4"
4,2017-11-06,"A.cer","A.cer_173","Ambient","R2",0.679,"2017-11-06_173","Acer_07",-9,"A.cer_173_4"
8,2017-12-06,"A.cer","A.cer_271","N","R2",0.628,"2017-12-06_271","Acer_07",21,"A.cer_271_8"
9,2017-12-13,"A.cer","A.cer_166","Ambient","R2",0.532,"2017-12-13_166","Acer_07",28,"A.cer_166_9"
9,2017-12-13,"A.cer","A.cer_173","Ambient","R2",0.549,"2017-12-13_173","Acer_07",28,"A.cer_173_9"
6,2017-11-23,"A.cer","A.cer_264","Ambient","R2",0.596,"2017-11-23_264","Acer_07",8,"A.cer_264_6"
7,2017-11-29,"A.cer","A.cer_274","N","R1",0.596,"2017-11-29_274","Acer_07",14,"A.cer_274_7"
6,2017-11-23,"A.cer","A.cer_170","N","R1",0.627,"2017-11-23_170","Acer_07",8,"A.cer_170_6"
4,2017-11-06,"A.cer","A.cer_170","N","R1",0.659,"2017-11-06_170","Acer_07",-9,"A.cer_170_4"
3,2017-10-19,"A.cer","A.cer_170","N","R1",0.506,"2017-10-19_170","Acer_07",-27,"A.cer_170_3"
13,2018-01-30,"A.cer","A.cer_164","N","R1",0.59,"2018-01-30_164","Acer_07",76,"A.cer_164_13"
15,2018-02-12,"A.cer","A.cer_272","N+P","R2",0.567,"2018-02-12_272","Acer_07",89,"A.cer_272_15"
3,2017-10-19,"A.cer","A.cer_262","N","R1",0.528,"2017-10-19_262","Acer_07",-27,"A.cer_262_3"
0,2017-07-26,"A.cer","A.cer_165","N+P","R1",0.636,"2017-07-26_165","Acer_07",-112,"A.cer_165_0"
21,2018-03-05,"A.cer","A.cer_264","Ambient","R2",0.384,"2018-03-05_264","Acer_07",110,"A.cer_264_21"
12,2018-01-25,"A.cer","A.cer_171","N+P","R1",0.557,"2018-01-25_171","Acer_07",71,"A.cer_171_12"
12,2018-01-25,"A.cer","A.cer_263","N+P","R1",0.554,"2018-01-25_263","Acer_07",71,"A.cer_263_12"
7,2017-11-29,"A.cer","A.cer_167","N","R2",0.589,"2017-11-29_167","Acer_07",14,"A.cer_167_7"
13,2018-01-30,"A.cer","A.cer_267","Ambient","R1",0.523,"2018-01-30_267","Acer_07",76,"A.cer_267_13"
4,2017-11-06,"A.cer","A.cer_174","N","R2",0.667,"2017-11-06_174","Acer_07",-9,"A.cer_174_4"
5,2017-11-16,"A.cer","A.cer_167","N","R2",0.602,"2017-11-16_167","Acer_07",1,"A.cer_167_5"
1,2017-08-30,"A.cer","A.cer_165","N+P","R1",0.538,"2017-08-30_165","Acer_07",-77,"A.cer_165_1"
6,2017-11-23,"A.cer","A.cer_265","N","R2",0.617,"2017-11-23_265","Acer_07",8,"A.cer_265_6"
20,2018-03-01,"A.cer","A.cer_162","Ambient","R1",0.472,"2018-03-01_162","Acer_07",106,"A.cer_162_20"
15,2018-02-12,"A.cer","A.cer_173","Ambient","R2",0.514,"2018-02-12_173","Acer_07",89,"A.cer_173_15"
15,2018-02-12,"A.cer","A.cer_264","Ambient","R2",0.522,"2018-02-12_264","Acer_07",89,"A.cer_264_15"
12,2018-01-25,"A.cer","A.cer_273","Ambient","R1",0.521,"2018-01-25_273","Acer_07",71,"A.cer_273_12"
