"Time","Date","Spp","Fragment","Treatment","Replicate","YII","Sample","Genotype","Days","SampleID"
11,2018-01-25,"S.sid","S.sid_20-17","N+P","R1",0.512,"20-17_2018-01-25","Ssid_20",71,"S.sid_20-17_11"
11,2018-01-25,"S.sid","S.sid_20-23","N+P","R1",0.524,"20-23_2018-01-25","Ssid_20",71,"S.sid_20-23_11"
11,2018-01-25,"S.sid","S.sid_22-6","N+P","R1",0.406,"22-6_2018-01-25","Ssid_22",71,"S.sid_22-6_11"
11,2018-01-25,"S.sid","S.sid_22-12","N+P","R1",0.438,"22-12_2018-01-25","Ssid_22",71,"S.sid_22-12_11"
11,2018-01-25,"S.sid","S.sid_22-18","N+P","R1",0.414,"22-18_2018-01-25","Ssid_22",71,"S.sid_22-18_11"
11,2018-01-25,"S.sid","S.sid_22-25","N+P","R1",0.447,"22-25_2018-01-25","Ssid_22",71,"S.sid_22-25_11"
11,2018-01-25,"S.sid","S.sid_23-56","N+P","R1",0.432,"23-56_2018-01-25","Ssid_23",71,"S.sid_23-56_11"
11,2018-01-25,"S.sid","S.sid_23-59","N+P","R1",0.432,"23-59_2018-01-25","Ssid_23",71,"S.sid_23-59_11"
11,2018-01-25,"S.sid","S.sid_23-63","N+P","R1",0.417,"23-63_2018-01-25","Ssid_23",71,"S.sid_23-63_11"
11,2018-01-25,"S.sid","S.sid_23-67","N+P","R1",0.43,"23-67_2018-01-25","Ssid_23",71,"S.sid_23-67_11"
11,2018-01-25,"S.sid","S.sid_24-5","N+P","R1",0.502,"24-5_2018-01-25","Ssid_24",71,"S.sid_24-5_11"
11,2018-01-25,"S.sid","S.sid_24-11","N+P","R1",0.464,"24-11_2018-01-25","Ssid_24",71,"S.sid_24-11_11"
11,2018-01-25,"S.sid","S.sid_24-15","N+P","R1",0.483,"24-15_2018-01-25","Ssid_24",71,"S.sid_24-15_11"
11,2018-01-25,"S.sid","S.sid_27-6","N+P","R1",0.456,"27-6_2018-01-25","Ssid_27",71,"S.sid_27-6_11"
11,2018-01-25,"S.sid","S.sid_27-18","N+P","R1",0.467,"27-18_2018-01-25","Ssid_27",71,"S.sid_27-18_11"
11,2018-01-25,"S.sid","S.sid_27-27","N+P","R1",0.483,"27-27_2018-01-25","Ssid_27",71,"S.sid_27-27_11"
11,2018-01-25,"S.sid","S.sid_27-46","N+P","R1",0.472,"27-46_2018-01-25","Ssid_27",71,"S.sid_27-46_11"
11,2018-01-25,"S.sid","S.sid_28-4","N+P","R1",0.46,"28-4_2018-01-25","Ssid_28",71,"S.sid_28-4_11"
11,2018-01-25,"S.sid","S.sid_28-7","N+P","R1",0.441,"28-7_2018-01-25","Ssid_28",71,"S.sid_28-7_11"
11,2018-01-25,"S.sid","S.sid_28-10","N+P","R1",0.458,"28-10_2018-01-25","Ssid_28",71,"S.sid_28-10_11"
11,2018-01-25,"S.sid","S.sid_30-3","N+P","R1",0.473,"30-3_2018-01-25","Ssid_30",71,"S.sid_30-3_11"
11,2018-01-25,"S.sid","S.sid_30-7","N+P","R1",0.513,"30-7_2018-01-25","Ssid_30",71,"S.sid_30-7_11"
11,2018-01-25,"S.sid","S.sid_30-10","N+P","R1",0.482,"30-10_2018-01-25","Ssid_30",71,"S.sid_30-10_11"
11,2018-01-25,"S.sid","S.sid_30-14","N+P","R1",0.455,"30-14_2018-01-25","Ssid_30",71,"S.sid_30-14_11"
11,2018-01-25,"S.sid","S.sid_20-26","Ambient","R2",0.524,"20-26_2018-01-25","Ssid_20",71,"S.sid_20-26_11"
11,2018-01-25,"S.sid","S.sid_20-32","Ambient","R2",0.522,"20-32_2018-01-25","Ssid_20",71,"S.sid_20-32_11"
11,2018-01-25,"S.sid","S.sid_20-38","Ambient","R2",0.53,"20-38_2018-01-25","Ssid_20",71,"S.sid_20-38_11"
11,2018-01-25,"S.sid","S.sid_20-45","Ambient","R2",0.519,"20-45_2018-01-25","Ssid_20",71,"S.sid_20-45_11"
11,2018-01-25,"S.sid","S.sid_22-32","Ambient","R2",0.435,"22-32_2018-01-25","Ssid_22",71,"S.sid_22-32_11"
11,2018-01-25,"S.sid","S.sid_22-35","Ambient","R2",0.432,"22-35_2018-01-25","Ssid_22",71,"S.sid_22-35_11"
11,2018-01-25,"S.sid","S.sid_22-39","Ambient","R2",0.432,"22-39_2018-01-25","Ssid_22",71,"S.sid_22-39_11"
11,2018-01-25,"S.sid","S.sid_23-68","Ambient","R2",0.42,"23-68_2018-01-25","Ssid_23",71,"S.sid_23-68_11"
11,2018-01-25,"S.sid","S.sid_23-72","Ambient","R2",0.403,"23-72_2018-01-25","Ssid_23",71,"S.sid_23-72_11"
11,2018-01-25,"S.sid","S.sid_23-75","Ambient","R2",0.405,"23-75_2018-01-25","Ssid_23",71,"S.sid_23-75_11"
11,2018-01-25,"S.sid","S.sid_23-79","Ambient","R2",0.428,"23-79_2018-01-25","Ssid_23",71,"S.sid_23-79_11"
11,2018-01-25,"S.sid","S.sid_24-16","Ambient","R2",0.532,"24-16_2018-01-25","Ssid_24",71,"S.sid_24-16_11"
11,2018-01-25,"S.sid","S.sid_24-19","Ambient","R2",0.534,"24-19_2018-01-25","Ssid_24",71,"S.sid_24-19_11"
11,2018-01-25,"S.sid","S.sid_24-23","Ambient","R2",0.513,"24-23_2018-01-25","Ssid_24",71,"S.sid_24-23_11"
11,2018-01-25,"S.sid","S.sid_27-57","Ambient","R2",0.432,"27-57_2018-01-25","Ssid_27",71,"S.sid_27-57_11"
11,2018-01-25,"S.sid","S.sid_27-73","Ambient","R2",0.441,"27-73_2018-01-25","Ssid_27",71,"S.sid_27-73_11"
11,2018-01-25,"S.sid","S.sid_27-85","Ambient","R2",0.425,"27-85_2018-01-25","Ssid_27",71,"S.sid_27-85_11"
11,2018-01-25,"S.sid","S.sid_27-94","Ambient","R2",0.481,"27-94_2018-01-25","Ssid_27",71,"S.sid_27-94_11"
11,2018-01-25,"S.sid","S.sid_28-11","Ambient","R2",0.494,"28-11_2018-01-25","Ssid_28",71,"S.sid_28-11_11"
11,2018-01-25,"S.sid","S.sid_28-15","Ambient","R2",0.469,"28-15_2018-01-25","Ssid_28",71,"S.sid_28-15_11"
11,2018-01-25,"S.sid","S.sid_28-20","Ambient","R2",0.484,"28-20_2018-01-25","Ssid_28",71,"S.sid_28-20_11"
11,2018-01-25,"S.sid","S.sid_28-29","Ambient","R2",0.487,"28-29_2018-01-25","Ssid_28",71,"S.sid_28-29_11"
11,2018-01-25,"S.sid","S.sid_30-15","Ambient","R2",0.541,"30-15_2018-01-25","Ssid_30",71,"S.sid_30-15_11"
11,2018-01-25,"S.sid","S.sid_30-20","Ambient","R2",0.517,"30-20_2018-01-25","Ssid_30",71,"S.sid_30-20_11"
11,2018-01-25,"S.sid","S.sid_30-23","Ambient","R2",0.513,"30-23_2018-01-25","Ssid_30",71,"S.sid_30-23_11"
11,2018-01-25,"S.sid","S.sid_30-26","Ambient","R2",0.509,"30-26_2018-01-25","Ssid_30",71,"S.sid_30-26_11"
11,2018-01-25,"S.sid","S.sid_20-29","N","R2",0.505,"20-29_2018-01-25","Ssid_20",71,"S.sid_20-29_11"
11,2018-01-25,"S.sid","S.sid_20-33","N","R2",0.466,"20-33_2018-01-25","Ssid_20",71,"S.sid_20-33_11"
11,2018-01-25,"S.sid","S.sid_20-39","N","R2",0.421,"20-39_2018-01-25","Ssid_20",71,"S.sid_20-39_11"
11,2018-01-25,"S.sid","S.sid_20-46","N","R2",0.505,"20-46_2018-01-25","Ssid_20",71,"S.sid_20-46_11"
11,2018-01-25,"S.sid","S.sid_22-27","N","R2",0.499,"22-27_2018-01-25","Ssid_22",71,"S.sid_22-27_11"
11,2018-01-25,"S.sid","S.sid_22-33","N","R2",0.481,"22-33_2018-01-25","Ssid_22",71,"S.sid_22-33_11"
11,2018-01-25,"S.sid","S.sid_22-36","N","R2",0.412,"22-36_2018-01-25","Ssid_22",71,"S.sid_22-36_11"
11,2018-01-25,"S.sid","S.sid_22-41","N","R2",0.513,"22-41_2018-01-25","Ssid_22",71,"S.sid_22-41_11"
11,2018-01-25,"S.sid","S.sid_23-70","N","R2",0.492,"23-70_2018-01-25","Ssid_23",71,"S.sid_23-70_11"
11,2018-01-25,"S.sid","S.sid_23-73","N","R2",0.43,"23-73_2018-01-25","Ssid_23",71,"S.sid_23-73_11"
11,2018-01-25,"S.sid","S.sid_23-76","N","R2",0.411,"23-76_2018-01-25","Ssid_23",71,"S.sid_23-76_11"
11,2018-01-25,"S.sid","S.sid_23-80","N","R2",0.475,"23-80_2018-01-25","Ssid_23",71,"S.sid_23-80_11"
11,2018-01-25,"S.sid","S.sid_24-17","N","R2",0.488,"24-17_2018-01-25","Ssid_24",71,"S.sid_24-17_11"
11,2018-01-25,"S.sid","S.sid_24-21","N","R2",0.456,"24-21_2018-01-25","Ssid_24",71,"S.sid_24-21_11"
11,2018-01-25,"S.sid","S.sid_24-24","N","R2",0.391,"24-24_2018-01-25","Ssid_24",71,"S.sid_24-24_11"
11,2018-01-25,"S.sid","S.sid_24-27","N","R2",0.465,"24-27_2018-01-25","Ssid_24",71,"S.sid_24-27_11"
11,2018-01-25,"S.sid","S.sid_27-67","N","R2",0.429,"27-67_2018-01-25","Ssid_27",71,"S.sid_27-67_11"
11,2018-01-25,"S.sid","S.sid_27-75","N","R2",0.37,"27-75_2018-01-25","Ssid_27",71,"S.sid_27-75_11"
11,2018-01-25,"S.sid","S.sid_27-86","N","R2",0.403,"27-86_2018-01-25","Ssid_27",71,"S.sid_27-86_11"
11,2018-01-25,"S.sid","S.sid_27-97","N","R2",0.438,"27-97_2018-01-25","Ssid_27",71,"S.sid_27-97_11"
11,2018-01-25,"S.sid","S.sid_28-13","N","R2",0.374,"28-13_2018-01-25","Ssid_28",71,"S.sid_28-13_11"
11,2018-01-25,"S.sid","S.sid_28-18","N","R2",0.403,"28-18_2018-01-25","Ssid_28",71,"S.sid_28-18_11"
11,2018-01-25,"S.sid","S.sid_28-21","N","R2",0.332,"28-21_2018-01-25","Ssid_28",71,"S.sid_28-21_11"
11,2018-01-25,"S.sid","S.sid_28-30","N","R2",0.43,"28-30_2018-01-25","Ssid_28",71,"S.sid_28-30_11"
11,2018-01-25,"S.sid","S.sid_30-16","N","R2",0.49,"30-16_2018-01-25","Ssid_30",71,"S.sid_30-16_11"
11,2018-01-25,"S.sid","S.sid_30-21","N","R2",0.455,"30-21_2018-01-25","Ssid_30",71,"S.sid_30-21_11"
11,2018-01-25,"S.sid","S.sid_30-24","N","R2",0.429,"30-24_2018-01-25","Ssid_30",71,"S.sid_30-24_11"
11,2018-01-25,"S.sid","S.sid_30-27","N","R2",0.503,"30-27_2018-01-25","Ssid_30",71,"S.sid_30-27_11"
11,2018-01-25,"S.sid","S.sid_20-30","N+P","R2",0.5,"20-30_2018-01-25","Ssid_20",71,"S.sid_20-30_11"
11,2018-01-25,"S.sid","S.sid_20-36","N+P","R2",0.481,"20-36_2018-01-25","Ssid_20",71,"S.sid_20-36_11"
11,2018-01-25,"S.sid","S.sid_20-41","N+P","R2",0.512,"20-41_2018-01-25","Ssid_20",71,"S.sid_20-41_11"
11,2018-01-25,"S.sid","S.sid_20-48","N+P","R2",0.504,"20-48_2018-01-25","Ssid_20",71,"S.sid_20-48_11"
11,2018-01-25,"S.sid","S.sid_22-31","N+P","R2",0.46,"22-31_2018-01-25","Ssid_22",71,"S.sid_22-31_11"
11,2018-01-25,"S.sid","S.sid_22-34","N+P","R2",0.468,"22-34_2018-01-25","Ssid_22",71,"S.sid_22-34_11"
11,2018-01-25,"S.sid","S.sid_22-38","N+P","R2",0.447,"22-38_2018-01-25","Ssid_22",71,"S.sid_22-38_11"
11,2018-01-25,"S.sid","S.sid_22-42","N+P","R2",0.466,"22-42_2018-01-25","Ssid_22",71,"S.sid_22-42_11"
11,2018-01-25,"S.sid","S.sid_23-71","N+P","R2",0.49,"23-71_2018-01-25","Ssid_23",71,"S.sid_23-71_11"
11,2018-01-25,"S.sid","S.sid_23-74","N+P","R2",0.478,"23-74_2018-01-25","Ssid_23",71,"S.sid_23-74_11"
11,2018-01-25,"S.sid","S.sid_23-78","N+P","R2",0.458,"23-78_2018-01-25","Ssid_23",71,"S.sid_23-78_11"
11,2018-01-25,"S.sid","S.sid_23-81","N+P","R2",0.444,"23-81_2018-01-25","Ssid_23",71,"S.sid_23-81_11"
11,2018-01-25,"S.sid","S.sid_24-18","N+P","R2",0.504,"24-18_2018-01-25","Ssid_24",71,"S.sid_24-18_11"
11,2018-01-25,"S.sid","S.sid_24-22","N+P","R2",0.489,"24-22_2018-01-25","Ssid_24",71,"S.sid_24-22_11"
11,2018-01-25,"S.sid","S.sid_24-25","N+P","R2",0.482,"24-25_2018-01-25","Ssid_24",71,"S.sid_24-25_11"
11,2018-01-25,"S.sid","S.sid_24-28","N+P","R2",0.489,"24-28_2018-01-25","Ssid_24",71,"S.sid_24-28_11"
11,2018-01-25,"S.sid","S.sid_27-68","N+P","R2",0.468,"27-68_2018-01-25","Ssid_27",71,"S.sid_27-68_11"
11,2018-01-25,"S.sid","S.sid_27-77","N+P","R2",0.461,"27-77_2018-01-25","Ssid_27",71,"S.sid_27-77_11"
11,2018-01-25,"S.sid","S.sid_27-87","N+P","R2",0.471,"27-87_2018-01-25","Ssid_27",71,"S.sid_27-87_11"
11,2018-01-25,"S.sid","S.sid_27-98","N+P","R2",0.485,"27-98_2018-01-25","Ssid_27",71,"S.sid_27-98_11"
11,2018-01-25,"S.sid","S.sid_28-14","N+P","R2",0.489,"28-14_2018-01-25","Ssid_28",71,"S.sid_28-14_11"
11,2018-01-25,"S.sid","S.sid_28-19","N+P","R2",0.425,"28-19_2018-01-25","Ssid_28",71,"S.sid_28-19_11"
11,2018-01-25,"S.sid","S.sid_28-23","N+P","R2",0.487,"28-23_2018-01-25","Ssid_28",71,"S.sid_28-23_11"
11,2018-01-25,"S.sid","S.sid_30-18","N+P","R2",0.531,"30-18_2018-01-25","Ssid_30",71,"S.sid_30-18_11"
11,2018-01-25,"S.sid","S.sid_30-22","N+P","R2",0.534,"30-22_2018-01-25","Ssid_30",71,"S.sid_30-22_11"
11,2018-01-25,"S.sid","S.sid_30-25","N+P","R2",0.533,"30-25_2018-01-25","Ssid_30",71,"S.sid_30-25_11"
11,2018-01-25,"S.sid","S.sid_30-28","N+P","R2",0.523,"30-28_2018-01-25","Ssid_30",71,"S.sid_30-28_11"
12,2018-01-30,"S.sid","S.sid_20-1","Ambient","R1",0.529,"20-1_2018-01-30","Ssid_20",76,"S.sid_20-1_12"
12,2018-01-30,"S.sid","S.sid_20-4","Ambient","R1",0.519,"20-4_2018-01-30","Ssid_20",76,"S.sid_20-4_12"
12,2018-01-30,"S.sid","S.sid_20-13","Ambient","R1",0.529,"20-13_2018-01-30","Ssid_20",76,"S.sid_20-13_12"
12,2018-01-30,"S.sid","S.sid_20-19","Ambient","R1",0.523,"20-19_2018-01-30","Ssid_20",76,"S.sid_20-19_12"
12,2018-01-30,"S.sid","S.sid_22-2","Ambient","R1",0.438,"22-2_2018-01-30","Ssid_22",76,"S.sid_22-2_12"
12,2018-01-30,"S.sid","S.sid_22-8","Ambient","R1",0.423,"22-8_2018-01-30","Ssid_22",76,"S.sid_22-8_12"
12,2018-01-30,"S.sid","S.sid_22-16","Ambient","R1",0.437,"22-16_2018-01-30","Ssid_22",76,"S.sid_22-16_12"
12,2018-01-30,"S.sid","S.sid_22-21","Ambient","R1",0.419,"22-21_2018-01-30","Ssid_22",76,"S.sid_22-21_12"
12,2018-01-30,"S.sid","S.sid_23-54","Ambient","R1",0.431,"23-54_2018-01-30","Ssid_23",76,"S.sid_23-54_12"
12,2018-01-30,"S.sid","S.sid_23-57","Ambient","R1",0.422,"23-57_2018-01-30","Ssid_23",76,"S.sid_23-57_12"
12,2018-01-30,"S.sid","S.sid_23-60","Ambient","R1",0.414,"23-60_2018-01-30","Ssid_23",76,"S.sid_23-60_12"
12,2018-01-30,"S.sid","S.sid_23-65","Ambient","R1",0.447,"23-65_2018-01-30","Ssid_23",76,"S.sid_23-65_12"
12,2018-01-30,"S.sid","S.sid_24-2","Ambient","R1",0.516,"24-2_2018-01-30","Ssid_24",76,"S.sid_24-2_12"
12,2018-01-30,"S.sid","S.sid_24-6","Ambient","R1",0.52,"24-6_2018-01-30","Ssid_24",76,"S.sid_24-6_12"
12,2018-01-30,"S.sid","S.sid_24-9","Ambient","R1",0.52,"24-9_2018-01-30","Ssid_24",76,"S.sid_24-9_12"
12,2018-01-30,"S.sid","S.sid_24-12","Ambient","R1",0.511,"24-12_2018-01-30","Ssid_24",76,"S.sid_24-12_12"
12,2018-01-30,"S.sid","S.sid_27-3","Ambient","R1",0.442,"27-3_2018-01-30","Ssid_27",76,"S.sid_27-3_12"
12,2018-01-30,"S.sid","S.sid_27-9","Ambient","R1",0.469,"27-9_2018-01-30","Ssid_27",76,"S.sid_27-9_12"
12,2018-01-30,"S.sid","S.sid_27-19","Ambient","R1",0.445,"27-19_2018-01-30","Ssid_27",76,"S.sid_27-19_12"
12,2018-01-30,"S.sid","S.sid_27-28","Ambient","R1",0.495,"27-28_2018-01-30","Ssid_27",76,"S.sid_27-28_12"
12,2018-01-30,"S.sid","S.sid_28-2","Ambient","R1",0.502,"28-2_2018-01-30","Ssid_28",76,"S.sid_28-2_12"
12,2018-01-30,"S.sid","S.sid_28-5","Ambient","R1",0.497,"28-5_2018-01-30","Ssid_28",76,"S.sid_28-5_12"
12,2018-01-30,"S.sid","S.sid_28-8","Ambient","R1",0.52,"28-8_2018-01-30","Ssid_28",76,"S.sid_28-8_12"
12,2018-01-30,"S.sid","S.sid_30-1","Ambient","R1",0.529,"30-1_2018-01-30","Ssid_30",76,"S.sid_30-1_12"
12,2018-01-30,"S.sid","S.sid_30-4","Ambient","R1",0.526,"30-4_2018-01-30","Ssid_30",76,"S.sid_30-4_12"
12,2018-01-30,"S.sid","S.sid_30-8","Ambient","R1",0.524,"30-8_2018-01-30","Ssid_30",76,"S.sid_30-8_12"
12,2018-01-30,"S.sid","S.sid_30-12","Ambient","R1",0.528,"30-12_2018-01-30","Ssid_30",76,"S.sid_30-12_12"
12,2018-01-30,"S.sid","S.sid_20-2","N","R1",0.525,"20-2_2018-01-30","Ssid_20",76,"S.sid_20-2_12"
12,2018-01-30,"S.sid","S.sid_20-8","N","R1",0.532,"20-8_2018-01-30","Ssid_20",76,"S.sid_20-8_12"
12,2018-01-30,"S.sid","S.sid_20-15","N","R1",0.507,"20-15_2018-01-30","Ssid_20",76,"S.sid_20-15_12"
12,2018-01-30,"S.sid","S.sid_20-22","N","R1",0.501,"20-22_2018-01-30","Ssid_20",76,"S.sid_20-22_12"
12,2018-01-30,"S.sid","S.sid_22-3","N","R1",0.358,"22-3_2018-01-30","Ssid_22",76,"S.sid_22-3_12"
12,2018-01-30,"S.sid","S.sid_22-11","N","R1",0.447,"22-11_2018-01-30","Ssid_22",76,"S.sid_22-11_12"
12,2018-01-30,"S.sid","S.sid_22-17","N","R1",0.422,"22-17_2018-01-30","Ssid_22",76,"S.sid_22-17_12"
12,2018-01-30,"S.sid","S.sid_22-24","N","R1",0.431,"22-24_2018-01-30","Ssid_22",76,"S.sid_22-24_12"
12,2018-01-30,"S.sid","S.sid_23-55","N","R1",0.469,"23-55_2018-01-30","Ssid_23",76,"S.sid_23-55_12"
12,2018-01-30,"S.sid","S.sid_23-58","N","R1",0.462,"23-58_2018-01-30","Ssid_23",76,"S.sid_23-58_12"
12,2018-01-30,"S.sid","S.sid_23-61","N","R1",0.482,"23-61_2018-01-30","Ssid_23",76,"S.sid_23-61_12"
12,2018-01-30,"S.sid","S.sid_23-66","N","R1",0.484,"23-66_2018-01-30","Ssid_23",76,"S.sid_23-66_12"
12,2018-01-30,"S.sid","S.sid_24-3","N","R1",0.472,"24-3_2018-01-30","Ssid_24",76,"S.sid_24-3_12"
12,2018-01-30,"S.sid","S.sid_24-7","N","R1",0.464,"24-7_2018-01-30","Ssid_24",76,"S.sid_24-7_12"
12,2018-01-30,"S.sid","S.sid_24-10","N","R1",0.473,"24-10_2018-01-30","Ssid_24",76,"S.sid_24-10_12"
12,2018-01-30,"S.sid","S.sid_24-14","N","R1",0.453,"24-14_2018-01-30","Ssid_24",76,"S.sid_24-14_12"
12,2018-01-30,"S.sid","S.sid_27-5","N","R1",0.451,"27-5_2018-01-30","Ssid_27",76,"S.sid_27-5_12"
12,2018-01-30,"S.sid","S.sid_27-12","N","R1",0.498,"27-12_2018-01-30","Ssid_27",76,"S.sid_27-12_12"
12,2018-01-30,"S.sid","S.sid_27-21","N","R1",0.469,"27-21_2018-01-30","Ssid_27",76,"S.sid_27-21_12"
12,2018-01-30,"S.sid","S.sid_27-45","N","R1",0.489,"27-45_2018-01-30","Ssid_27",76,"S.sid_27-45_12"
12,2018-01-30,"S.sid","S.sid_28-3","N","R1",0.405,"28-3_2018-01-30","Ssid_28",76,"S.sid_28-3_12"
12,2018-01-30,"S.sid","S.sid_28-6","N","R1",0.448,"28-6_2018-01-30","Ssid_28",76,"S.sid_28-6_12"
12,2018-01-30,"S.sid","S.sid_28-9","N","R1",0.473,"28-9_2018-01-30","Ssid_28",76,"S.sid_28-9_12"
12,2018-01-30,"S.sid","S.sid_30-2","N","R1",0.512,"30-2_2018-01-30","Ssid_30",76,"S.sid_30-2_12"
12,2018-01-30,"S.sid","S.sid_30-5","N","R1",0.521,"30-5_2018-01-30","Ssid_30",76,"S.sid_30-5_12"
12,2018-01-30,"S.sid","S.sid_30-9","N","R1",0.527,"30-9_2018-01-30","Ssid_30",76,"S.sid_30-9_12"
12,2018-01-30,"S.sid","S.sid_30-13","N","R1",0.52,"30-13_2018-01-30","Ssid_30",76,"S.sid_30-13_12"
12,2018-01-30,"S.sid","S.sid_20-3","N+P","R1",0.509,"20-3_2018-01-30","Ssid_20",76,"S.sid_20-3_12"
12,2018-01-30,"S.sid","S.sid_20-11","N+P","R1",0.497,"20-11_2018-01-30","Ssid_20",76,"S.sid_20-11_12"
12,2018-01-30,"S.sid","S.sid_20-17","N+P","R1",0.497,"20-17_2018-01-30","Ssid_20",76,"S.sid_20-17_12"
12,2018-01-30,"S.sid","S.sid_20-23","N+P","R1",0.51,"20-23_2018-01-30","Ssid_20",76,"S.sid_20-23_12"
12,2018-01-30,"S.sid","S.sid_22-6","N+P","R1",0.379,"22-6_2018-01-30","Ssid_22",76,"S.sid_22-6_12"
12,2018-01-30,"S.sid","S.sid_22-12","N+P","R1",0.407,"22-12_2018-01-30","Ssid_22",76,"S.sid_22-12_12"
12,2018-01-30,"S.sid","S.sid_22-18","N+P","R1",0.393,"22-18_2018-01-30","Ssid_22",76,"S.sid_22-18_12"
12,2018-01-30,"S.sid","S.sid_22-25","N+P","R1",0.459,"22-25_2018-01-30","Ssid_22",76,"S.sid_22-25_12"
12,2018-01-30,"S.sid","S.sid_23-56","N+P","R1",0.421,"23-56_2018-01-30","Ssid_23",76,"S.sid_23-56_12"
12,2018-01-30,"S.sid","S.sid_23-59","N+P","R1",0.427,"23-59_2018-01-30","Ssid_23",76,"S.sid_23-59_12"
12,2018-01-30,"S.sid","S.sid_23-63","N+P","R1",0.392,"23-63_2018-01-30","Ssid_23",76,"S.sid_23-63_12"
12,2018-01-30,"S.sid","S.sid_23-67","N+P","R1",0.425,"23-67_2018-01-30","Ssid_23",76,"S.sid_23-67_12"
12,2018-01-30,"S.sid","S.sid_24-5","N+P","R1",0.492,"24-5_2018-01-30","Ssid_24",76,"S.sid_24-5_12"
12,2018-01-30,"S.sid","S.sid_24-11","N+P","R1",0.464,"24-11_2018-01-30","Ssid_24",76,"S.sid_24-11_12"
12,2018-01-30,"S.sid","S.sid_24-15","N+P","R1",0.488,"24-15_2018-01-30","Ssid_24",76,"S.sid_24-15_12"
12,2018-01-30,"S.sid","S.sid_27-6","N+P","R1",0.486,"27-6_2018-01-30","Ssid_27",76,"S.sid_27-6_12"
12,2018-01-30,"S.sid","S.sid_27-18","N+P","R1",0.445,"27-18_2018-01-30","Ssid_27",76,"S.sid_27-18_12"
12,2018-01-30,"S.sid","S.sid_27-27","N+P","R1",0.477,"27-27_2018-01-30","Ssid_27",76,"S.sid_27-27_12"
12,2018-01-30,"S.sid","S.sid_27-46","N+P","R1",0.483,"27-46_2018-01-30","Ssid_27",76,"S.sid_27-46_12"
12,2018-01-30,"S.sid","S.sid_28-4","N+P","R1",0.493,"28-4_2018-01-30","Ssid_28",76,"S.sid_28-4_12"
12,2018-01-30,"S.sid","S.sid_28-7","N+P","R1",0.482,"28-7_2018-01-30","Ssid_28",76,"S.sid_28-7_12"
12,2018-01-30,"S.sid","S.sid_28-10","N+P","R1",0.5,"28-10_2018-01-30","Ssid_28",76,"S.sid_28-10_12"
12,2018-01-30,"S.sid","S.sid_30-3","N+P","R1",0.507,"30-3_2018-01-30","Ssid_30",76,"S.sid_30-3_12"
12,2018-01-30,"S.sid","S.sid_30-7","N+P","R1",0.51,"30-7_2018-01-30","Ssid_30",76,"S.sid_30-7_12"
12,2018-01-30,"S.sid","S.sid_30-10","N+P","R1",0.493,"30-10_2018-01-30","Ssid_30",76,"S.sid_30-10_12"
12,2018-01-30,"S.sid","S.sid_30-14","N+P","R1",0.498,"30-14_2018-01-30","Ssid_30",76,"S.sid_30-14_12"
12,2018-01-30,"S.sid","S.sid_20-26","Ambient","R2",0.528,"20-26_2018-01-30","Ssid_20",76,"S.sid_20-26_12"
12,2018-01-30,"S.sid","S.sid_20-32","Ambient","R2",0.524,"20-32_2018-01-30","Ssid_20",76,"S.sid_20-32_12"
12,2018-01-30,"S.sid","S.sid_20-38","Ambient","R2",0.526,"20-38_2018-01-30","Ssid_20",76,"S.sid_20-38_12"
12,2018-01-30,"S.sid","S.sid_20-45","Ambient","R2",0.526,"20-45_2018-01-30","Ssid_20",76,"S.sid_20-45_12"
12,2018-01-30,"S.sid","S.sid_22-32","Ambient","R2",0.418,"22-32_2018-01-30","Ssid_22",76,"S.sid_22-32_12"
12,2018-01-30,"S.sid","S.sid_22-35","Ambient","R2",0.423,"22-35_2018-01-30","Ssid_22",76,"S.sid_22-35_12"
12,2018-01-30,"S.sid","S.sid_22-39","Ambient","R2",0.432,"22-39_2018-01-30","Ssid_22",76,"S.sid_22-39_12"
12,2018-01-30,"S.sid","S.sid_23-68","Ambient","R2",0.413,"23-68_2018-01-30","Ssid_23",76,"S.sid_23-68_12"
12,2018-01-30,"S.sid","S.sid_23-72","Ambient","R2",0.393,"23-72_2018-01-30","Ssid_23",76,"S.sid_23-72_12"
12,2018-01-30,"S.sid","S.sid_23-75","Ambient","R2",0.402,"23-75_2018-01-30","Ssid_23",76,"S.sid_23-75_12"
12,2018-01-30,"S.sid","S.sid_23-79","Ambient","R2",0.406,"23-79_2018-01-30","Ssid_23",76,"S.sid_23-79_12"
12,2018-01-30,"S.sid","S.sid_24-16","Ambient","R2",0.524,"24-16_2018-01-30","Ssid_24",76,"S.sid_24-16_12"
12,2018-01-30,"S.sid","S.sid_24-19","Ambient","R2",0.527,"24-19_2018-01-30","Ssid_24",76,"S.sid_24-19_12"
12,2018-01-30,"S.sid","S.sid_24-23","Ambient","R2",0.522,"24-23_2018-01-30","Ssid_24",76,"S.sid_24-23_12"
12,2018-01-30,"S.sid","S.sid_27-57","Ambient","R2",0.431,"27-57_2018-01-30","Ssid_27",76,"S.sid_27-57_12"
12,2018-01-30,"S.sid","S.sid_27-73","Ambient","R2",0.453,"27-73_2018-01-30","Ssid_27",76,"S.sid_27-73_12"
12,2018-01-30,"S.sid","S.sid_27-85","Ambient","R2",0.435,"27-85_2018-01-30","Ssid_27",76,"S.sid_27-85_12"
