Sample,Date,Spp,Fragment,Treatment,Replicate,YII,Genotype,Days,Time_Point,Phase,TotalSH,logSH,D.Prp,Community,InitialCommunity
Ss_28-2_T23,2018-03-08,Ss,Ss_28-2,A,R1,0.458,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-20_T5,2017-11-16,Ss,Ss_28-20,A,R2,0.503,Ss_28,1,T5,Baseline,0.048521448196059,-1.31406624543591,0.178186453658377,C1,C1
Ss_28-20_T6,2017-11-23,Ss,Ss_28-20,A,R2,0.515,Ss_28,8,T6,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T7,2017-11-29,Ss,Ss_28-20,A,R2,0.565,Ss_28,14,T7,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T8,2017-12-06,Ss,Ss_28-20,A,R2,0.493,Ss_28,21,T8,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T9,2017-12-13,Ss,Ss_28-20,A,R2,0.539,Ss_28,28,T9,Nutrients,0.029727939738394,-1.52683518804535,0.13838779538353,C1,C1
Ss_28-20_T10,2018-01-03,Ss,Ss_28-20,A,R2,0.507,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T11,2018-01-19,Ss,Ss_28-20,A,R2,0.55,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T12,2018-01-25,Ss,Ss_28-20,A,R2,0.484,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,C1
Ss_28-20_T13,2018-01-30,Ss,Ss_28-20,A,R2,0.509,Ss_28,76,T13,Nutrients,0.010585019903306,-1.97530832102786,0.082156671977748,C1,C1
Ss_28-21_T5,2017-11-16,Ss,Ss_28-21,N,R2,0.473,Ss_28,1,T5,Baseline,0.559306871467482,-0.252349845034208,0.959765412831995,D,D
Ss_28-21_T6,2017-11-23,Ss,Ss_28-21,N,R2,0.509,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-21_T7,2017-11-29,Ss,Ss_28-21,N,R2,0.567,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-21_T8,2017-12-06,Ss,Ss_28-21,N,R2,0.566,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-21_T9,2017-12-13,Ss,Ss_28-21,N,R2,0.555,Ss_28,28,T9,Nutrients,0.101334902121166,-0.994240947650794,0.929881863058509,D,D
Ss_28-21_T10,2018-01-03,Ss,Ss_28-21,N,R2,0.47,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-21_T11,2018-01-19,Ss,Ss_28-21,N,R2,0.364,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-21_T12,2018-01-25,Ss,Ss_28-21,N,R2,0.332,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-21_T13,2018-01-30,Ss,Ss_28-21,N,R2,0.441,Ss_28,76,T13,Nutrients,0.027562316287314,-1.55968428790634,0.816231570681916,D,D
Ss_28-21_T15,2018-02-07,Ss,Ss_28-21,N,R2,0.371,Ss_28,84,T15,Ramping,NA,NA,NA,D,D
Ss_28-21_T16,2018-02-12,Ss,Ss_28-21,N,R2,0.413,Ss_28,89,T16,Ramping,NA,NA,NA,D,D
Ss_28-21_T17,2018-02-15,Ss,Ss_28-21,N,R2,0.42,Ss_28,92,T17,Heat,NA,NA,NA,D,D
Ss_28-21_T18,2018-02-19,Ss,Ss_28-21,N,R2,0.416,Ss_28,96,T18,Heat,NA,NA,NA,D,D
Ss_28-21_T19,2018-02-22,Ss,Ss_28-21,N,R2,0.417,Ss_28,99,T19,Heat,0.004628646359124,-2.33454599920167,0.411523274143646,C1,D
Ss_28-21_T20,2018-02-26,Ss,Ss_28-21,N,R2,0.402,Ss_28,103,T20,Heat,NA,NA,NA,C1,D
Ss_28-21_T21,2018-03-01,Ss,Ss_28-21,N,R2,0.338,Ss_28,106,T21,Heat,NA,NA,NA,C1,D
Ss_28-21_T22,2018-03-05,Ss,Ss_28-21,N,R2,0.419,Ss_28,110,T22,Heat,0.008928535304642,-2.04921977977714,0.923538838333884,D,D
Ss_28-21_T23,2018-03-08,Ss,Ss_28-21,N,R2,0.46,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-21_T24,2018-03-27,Ss,Ss_28-21,N,R2,0.281,Ss_28,132,T24,Recovery,NA,NA,NA,D,D
Ss_28-21_T25,2018-04-20,Ss,Ss_28-21,N,R2,0.31,Ss_28,156,T25,Recovery,NA,NA,NA,D,D
Ss_28-23_T5,2017-11-16,Ss,Ss_28-23,N+P,R2,0.501,Ss_28,1,T5,Baseline,0.053203103819322,-1.27406303063194,0.873387888297822,D,D
Ss_28-23_T6,2017-11-23,Ss,Ss_28-23,N+P,R2,0.534,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-23_T7,2017-11-29,Ss,Ss_28-23,N+P,R2,0.517,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-23_T8,2017-12-06,Ss,Ss_28-23,N+P,R2,0.571,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-23_T9,2017-12-13,Ss,Ss_28-23,N+P,R2,0.579,Ss_28,28,T9,Nutrients,0.076650988460135,-1.11548224028757,0.833340662231718,D,D
Ss_28-23_T10,2018-01-03,Ss,Ss_28-23,N+P,R2,0.477,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-23_T11,2018-01-19,Ss,Ss_28-23,N+P,R2,0.527,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-23_T12,2018-01-25,Ss,Ss_28-23,N+P,R2,0.487,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-23_T13,2018-01-30,Ss,Ss_28-23,N+P,R2,0.47,Ss_28,76,T13,Nutrients,0.016348146458099,-1.78653148023013,0.757149228642182,D,D
Ss_28-23_T15,2018-02-07,Ss,Ss_28-23,N+P,R2,0.435,Ss_28,84,T15,Ramping,NA,NA,NA,D,D
Ss_28-23_T16,2018-02-12,Ss,Ss_28-23,N+P,R2,0.44,Ss_28,89,T16,Ramping,NA,NA,NA,D,D
Ss_28-23_T17,2018-02-15,Ss,Ss_28-23,N+P,R2,0.455,Ss_28,92,T17,Heat,NA,NA,NA,D,D
Ss_28-23_T18,2018-02-19,Ss,Ss_28-23,N+P,R2,0.446,Ss_28,96,T18,Heat,NA,NA,NA,D,D
Ss_28-23_T19,2018-02-22,Ss,Ss_28-23,N+P,R2,0.43,Ss_28,99,T19,Heat,NA,NA,NA,D,D
Ss_28-23_T20,2018-02-26,Ss,Ss_28-23,N+P,R2,0.401,Ss_28,103,T20,Heat,NA,NA,NA,D,D
Ss_28-23_T21,2018-03-01,Ss,Ss_28-23,N+P,R2,0.368,Ss_28,106,T21,Heat,NA,NA,NA,D,D
Ss_28-23_T22,2018-03-05,Ss,Ss_28-23,N+P,R2,0.431,Ss_28,110,T22,Heat,NA,NA,NA,D,D
Ss_28-23_T23,2018-03-08,Ss,Ss_28-23,N+P,R2,0.428,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-23_T24,2018-03-27,Ss,Ss_28-23,N+P,R2,0.249,Ss_28,132,T24,Recovery,NA,NA,NA,D,D
Ss_28-23_T25,2018-04-20,Ss,Ss_28-23,N+P,R2,0.314,Ss_28,156,T25,Recovery,NA,NA,NA,D,D
Ss_28-29_T5,2017-11-16,Ss,Ss_28-29,A,R2,0.476,Ss_28,1,T5,Baseline,0.083717827486026,-1.0771820503175,0.411884312207764,C1,C1
Ss_28-29_T6,2017-11-23,Ss,Ss_28-29,A,R2,0.493,Ss_28,8,T6,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T7,2017-11-29,Ss,Ss_28-29,A,R2,0.552,Ss_28,14,T7,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T8,2017-12-06,Ss,Ss_28-29,A,R2,0.483,Ss_28,21,T8,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T9,2017-12-13,Ss,Ss_28-29,A,R2,0.522,Ss_28,28,T9,Nutrients,0.055265311397258,-1.25754737856408,0.265948270711418,C1,C1
Ss_28-29_T10,2018-01-03,Ss,Ss_28-29,A,R2,0.479,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T11,2018-01-19,Ss,Ss_28-29,A,R2,0.553,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T12,2018-01-25,Ss,Ss_28-29,A,R2,0.487,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,C1
Ss_28-29_T13,2018-01-30,Ss,Ss_28-29,A,R2,0.518,Ss_28,76,T13,Nutrients,0.003392751445357,-2.46944795581729,0.211552837232094,C1,C1
Ss_28-29_T15,2018-02-07,Ss,Ss_28-29,A,R2,0.476,Ss_28,84,T15,Ramping,NA,NA,NA,C1,C1
Ss_28-29_T16,2018-02-12,Ss,Ss_28-29,A,R2,0.488,Ss_28,89,T16,Ramping,NA,NA,NA,C1,C1
Ss_28-29_T17,2018-02-15,Ss,Ss_28-29,A,R2,0.495,Ss_28,92,T17,Heat,NA,NA,NA,C1,C1
Ss_28-29_T18,2018-02-19,Ss,Ss_28-29,A,R2,0.416,Ss_28,96,T18,Heat,NA,NA,NA,C1,C1
Ss_28-29_T19,2018-02-22,Ss,Ss_28-29,A,R2,0.449,Ss_28,99,T19,Heat,0.004036945689578,-2.39394709326377,0.097694256500888,C1,C1
Ss_28-29_T20,2018-02-26,Ss,Ss_28-29,A,R2,0.37,Ss_28,103,T20,Heat,NA,NA,NA,C1,C1
Ss_28-29_T21,2018-03-01,Ss,Ss_28-29,A,R2,0.348,Ss_28,106,T21,Heat,NA,NA,NA,C1,C1
Ss_28-29_T22,2018-03-05,Ss,Ss_28-29,A,R2,0.326,Ss_28,110,T22,Heat,0.000765844576654,-3.11585935876187,0.094058872786148,C1,C1
Ss_28-29_T23,2018-03-08,Ss,Ss_28-29,A,R2,0.334,Ss_28,113,T23,Heat,NA,NA,NA,C1,C1
Ss_28-3_T5,2017-11-16,Ss,Ss_28-3,N,R1,0.41,Ss_28,1,T5,Baseline,0.024854502602463,-1.60459492370048,0.925677348445267,D,D
Ss_28-3_T6,2017-11-23,Ss,Ss_28-3,N,R1,0.503,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-3_T7,2017-11-29,Ss,Ss_28-3,N,R1,0.565,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-3_T8,2017-12-06,Ss,Ss_28-3,N,R1,0.49,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-3_T9,2017-12-13,Ss,Ss_28-3,N,R1,0.56,Ss_28,28,T9,Nutrients,0.203011080779313,-0.692480256717452,0.892284988452222,D,D
Ss_28-3_T10,2018-01-03,Ss,Ss_28-3,N,R1,0.537,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-3_T11,2018-01-19,Ss,Ss_28-3,N,R1,0.33,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-3_T12,2018-01-25,Ss,Ss_28-3,N,R1,0.39,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-3_T13,2018-01-30,Ss,Ss_28-3,N,R1,0.405,Ss_28,76,T13,Nutrients,0.24271710644238,-0.614899613978233,0.916424266262622,D,D
Ss_28-3_T15,2018-02-07,Ss,Ss_28-3,N,R1,0.386,Ss_28,84,T15,Ramping,NA,NA,NA,D,D
Ss_28-3_T16,2018-02-12,Ss,Ss_28-3,N,R1,0.309,Ss_28,89,T16,Ramping,NA,NA,NA,D,D
Ss_28-3_T17,2018-02-15,Ss,Ss_28-3,N,R1,0.43,Ss_28,92,T17,Heat,NA,NA,NA,D,D
Ss_28-3_T18,2018-02-19,Ss,Ss_28-3,N,R1,0.425,Ss_28,96,T18,Heat,NA,NA,NA,D,D
Ss_28-3_T19,2018-02-22,Ss,Ss_28-3,N,R1,0.381,Ss_28,99,T19,Heat,0.006512647104728,-2.18624245393426,0.611913412693344,D,D
Ss_28-3_T20,2018-02-26,Ss,Ss_28-3,N,R1,0.404,Ss_28,103,T20,Heat,NA,NA,NA,D,D
Ss_28-3_T21,2018-03-01,Ss,Ss_28-3,N,R1,0.318,Ss_28,106,T21,Heat,NA,NA,NA,D,D
Ss_28-3_T22,2018-03-05,Ss,Ss_28-3,N,R1,0.399,Ss_28,110,T22,Heat,NA,NA,NA,D,D
Ss_28-3_T23,2018-03-08,Ss,Ss_28-3,N,R1,0.441,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-30_T5,2017-11-16,Ss,Ss_28-30,N,R2,0.48,Ss_28,1,T5,Baseline,0.118997943753314,-0.92446054301339,0.142625117600492,C1,C1
Ss_28-30_T6,2017-11-23,Ss,Ss_28-30,N,R2,0.562,Ss_28,8,T6,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T7,2017-11-29,Ss,Ss_28-30,N,R2,0.56,Ss_28,14,T7,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T8,2017-12-06,Ss,Ss_28-30,N,R2,0.541,Ss_28,21,T8,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T9,2017-12-13,Ss,Ss_28-30,N,R2,0.554,Ss_28,28,T9,Nutrients,0.048892653138039,-1.31075639530016,0.240729392157173,C1,C1
Ss_28-30_T10,2018-01-03,Ss,Ss_28-30,N,R2,0.478,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T11,2018-01-19,Ss,Ss_28-30,N,R2,0.417,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T12,2018-01-25,Ss,Ss_28-30,N,R2,0.43,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,C1
Ss_28-30_T13,2018-01-30,Ss,Ss_28-30,N,R2,0.482,Ss_28,76,T13,Nutrients,0.020028226577893,-1.69835750410296,0.023773403945359,C1,C1
Ss_28-4_T5,2017-11-16,Ss,Ss_28-4,N+P,R1,0.448,Ss_28,1,T5,Baseline,0.01061149395406,-1.97422346903647,0.434994306903969,C1,C1
Ss_28-4_T6,2017-11-23,Ss,Ss_28-4,N+P,R1,0.551,Ss_28,8,T6,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T7,2017-11-29,Ss,Ss_28-4,N+P,R1,0.56,Ss_28,14,T7,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T8,2017-12-06,Ss,Ss_28-4,N+P,R1,0.572,Ss_28,21,T8,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T9,2017-12-13,Ss,Ss_28-4,N+P,R1,0.545,Ss_28,28,T9,Nutrients,0.079266594630077,-1.10090979911875,0.261190595927084,C1,C1
Ss_28-4_T10,2018-01-03,Ss,Ss_28-4,N+P,R1,0.482,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T11,2018-01-19,Ss,Ss_28-4,N+P,R1,0.442,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T12,2018-01-25,Ss,Ss_28-4,N+P,R1,0.46,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,C1
Ss_28-4_T13,2018-01-30,Ss,Ss_28-4,N+P,R1,0.493,Ss_28,76,T13,Nutrients,0.045439831414142,-1.3425632885656,0.164587611272244,C1,C1
Ss_28-5_T5,2017-11-16,Ss,Ss_28-5,A,R1,0.418,Ss_28,1,T5,Baseline,0.020114093818295,-1.69649952852046,0.669196816510157,D,D
Ss_28-5_T6,2017-11-23,Ss,Ss_28-5,A,R1,0.501,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-5_T7,2017-11-29,Ss,Ss_28-5,A,R1,0.592,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-5_T8,2017-12-06,Ss,Ss_28-5,A,R1,0.486,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-5_T9,2017-12-13,Ss,Ss_28-5,A,R1,0.573,Ss_28,28,T9,Nutrients,0.385868580590582,-0.413560582484976,0.538743686804139,D,D
Ss_28-5_T10,2018-01-03,Ss,Ss_28-5,A,R1,0.496,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-5_T11,2018-01-19,Ss,Ss_28-5,A,R1,0.465,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-5_T12,2018-01-25,Ss,Ss_28-5,A,R1,0.506,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-5_T13,2018-01-30,Ss,Ss_28-5,A,R1,0.497,Ss_28,76,T13,Nutrients,0.034926092591087,-1.45684999899022,0.600574371180361,D,D
Ss_28-5_T15,2018-02-07,Ss,Ss_28-5,A,R1,0.493,Ss_28,84,T15,Ramping,NA,NA,NA,D,D
Ss_28-5_T16,2018-02-12,Ss,Ss_28-5,A,R1,0.44,Ss_28,89,T16,Ramping,NA,NA,NA,D,D
Ss_28-5_T17,2018-02-15,Ss,Ss_28-5,A,R1,0.502,Ss_28,92,T17,Heat,NA,NA,NA,D,D
Ss_28-5_T18,2018-02-19,Ss,Ss_28-5,A,R1,0.444,Ss_28,96,T18,Heat,NA,NA,NA,D,D
Ss_28-5_T19,2018-02-22,Ss,Ss_28-5,A,R1,0.456,Ss_28,99,T19,Heat,0.001532235652261,-2.81467443665742,0.300552264882756,C1,D
Ss_28-5_T20,2018-02-26,Ss,Ss_28-5,A,R1,0.406,Ss_28,103,T20,Heat,NA,NA,NA,C1,D
Ss_28-5_T21,2018-03-01,Ss,Ss_28-5,A,R1,0.368,Ss_28,106,T21,Heat,NA,NA,NA,C1,D
Ss_28-5_T22,2018-03-05,Ss,Ss_28-5,A,R1,0.397,Ss_28,110,T22,Heat,0.014642763823258,-1.83437694240992,0.67213282640432,D,D
Ss_28-5_T23,2018-03-08,Ss,Ss_28-5,A,R1,0.413,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-5_T24,2018-03-27,Ss,Ss_28-5,A,R1,0.438,Ss_28,132,T24,Recovery,NA,NA,NA,D,D
Ss_28-5_T25,2018-04-20,Ss,Ss_28-5,A,R1,0.397,Ss_28,156,T25,Recovery,NA,NA,NA,D,D
Ss_28-6_T5,2017-11-16,Ss,Ss_28-6,N,R1,0.392,Ss_28,1,T5,Baseline,0.009878834930089,-2.00529427133028,0.532743284429017,D,D
Ss_28-6_T6,2017-11-23,Ss,Ss_28-6,N,R1,0.501,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-6_T7,2017-11-29,Ss,Ss_28-6,N,R1,0.564,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-6_T8,2017-12-06,Ss,Ss_28-6,N,R1,0.502,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-6_T9,2017-12-13,Ss,Ss_28-6,N,R1,0.562,Ss_28,28,T9,Nutrients,0.077326613865961,-1.11167100717002,0.34398483844433,C1,D
Ss_28-6_T10,2018-01-03,Ss,Ss_28-6,N,R1,0.495,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,D
Ss_28-6_T11,2018-01-19,Ss,Ss_28-6,N,R1,0.384,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,D
Ss_28-6_T12,2018-01-25,Ss,Ss_28-6,N,R1,0.422,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,D
Ss_28-6_T13,2018-01-30,Ss,Ss_28-6,N,R1,0.448,Ss_28,76,T13,Nutrients,0.109924680927857,-0.958904786308414,0.504564149865162,D,D
Ss_28-7_T5,2017-11-16,Ss,Ss_28-7,N+P,R1,0.467,Ss_28,1,T5,Baseline,0.012374357344611,-1.90747734665191,0.582176220082535,D,D
Ss_28-7_T6,2017-11-23,Ss,Ss_28-7,N+P,R1,0.585,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-7_T7,2017-11-29,Ss,Ss_28-7,N+P,R1,0.586,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-7_T8,2017-12-06,Ss,Ss_28-7,N+P,R1,0.58,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-7_T9,2017-12-13,Ss,Ss_28-7,N+P,R1,0.569,Ss_28,28,T9,Nutrients,0.081598169024327,-1.08831958624066,0.384635071590167,C1,D
Ss_28-7_T10,2018-01-03,Ss,Ss_28-7,N+P,R1,0.491,Ss_28,49,T10,Nutrients,NA,NA,NA,C1,D
Ss_28-7_T11,2018-01-19,Ss,Ss_28-7,N+P,R1,0.409,Ss_28,65,T11,Nutrients,NA,NA,NA,C1,D
Ss_28-7_T12,2018-01-25,Ss,Ss_28-7,N+P,R1,0.441,Ss_28,71,T12,Nutrients,NA,NA,NA,C1,D
Ss_28-7_T13,2018-01-30,Ss,Ss_28-7,N+P,R1,0.482,Ss_28,76,T13,Nutrients,0.121156158909474,-0.916654503834256,0.418703719526208,C1,D
Ss_28-7_T15,2018-02-07,Ss,Ss_28-7,N+P,R1,0.466,Ss_28,84,T15,Ramping,NA,NA,NA,C1,D
Ss_28-7_T16,2018-02-12,Ss,Ss_28-7,N+P,R1,0.412,Ss_28,89,T16,Ramping,NA,NA,NA,C1,D
Ss_28-7_T17,2018-02-15,Ss,Ss_28-7,N+P,R1,0.483,Ss_28,92,T17,Heat,NA,NA,NA,C1,D
Ss_28-7_T18,2018-02-19,Ss,Ss_28-7,N+P,R1,0.444,Ss_28,96,T18,Heat,NA,NA,NA,C1,D
Ss_28-7_T19,2018-02-22,Ss,Ss_28-7,N+P,R1,0.438,Ss_28,99,T19,Heat,0.002644384970436,-2.57767531985001,0.257490876450079,C1,D
Ss_28-7_T20,2018-02-26,Ss,Ss_28-7,N+P,R1,0.431,Ss_28,103,T20,Heat,NA,NA,NA,C1,D
Ss_28-7_T21,2018-03-01,Ss,Ss_28-7,N+P,R1,0.344,Ss_28,106,T21,Heat,NA,NA,NA,C1,D
Ss_28-7_T22,2018-03-05,Ss,Ss_28-7,N+P,R1,0.401,Ss_28,110,T22,Heat,0.009248102713242,-2.03394735544319,0.27963209464879,C1,D
Ss_28-7_T23,2018-03-08,Ss,Ss_28-7,N+P,R1,0.407,Ss_28,113,T23,Heat,NA,NA,NA,C1,D
Ss_28-7_T24,2018-03-27,Ss,Ss_28-7,N+P,R1,0.256,Ss_28,132,T24,Recovery,NA,NA,NA,C1,D
Ss_28-7_T25,2018-04-20,Ss,Ss_28-7,N+P,R1,0.275,Ss_28,156,T25,Recovery,NA,NA,NA,C1,D
Ss_28-8_T5,2017-11-16,Ss,Ss_28-8,A,R1,0.453,Ss_28,1,T5,Baseline,0.014908691282034,-1.82656047820606,0.753486808266961,D,D
Ss_28-8_T6,2017-11-23,Ss,Ss_28-8,A,R1,0.497,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-8_T7,2017-11-29,Ss,Ss_28-8,A,R1,0.593,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-8_T8,2017-12-06,Ss,Ss_28-8,A,R1,0.477,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-8_T9,2017-12-13,Ss,Ss_28-8,A,R1,0.568,Ss_28,28,T9,Nutrients,0.096671017082938,-1.01470371213863,0.641978180759339,D,D
Ss_28-8_T10,2018-01-03,Ss,Ss_28-8,A,R1,0.526,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-8_T11,2018-01-19,Ss,Ss_28-8,A,R1,0.484,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-8_T12,2018-01-25,Ss,Ss_28-8,A,R1,0.511,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-8_T13,2018-01-30,Ss,Ss_28-8,A,R1,0.52,Ss_28,76,T13,Nutrients,0.186053677263058,-0.730361741932304,0.5570349364192,D,D
Ss_28-9_T5,2017-11-16,Ss,Ss_28-9,N,R1,0.435,Ss_28,1,T5,Baseline,0.184878579580648,-0.733113404194116,0.950851848713644,D,D
Ss_28-9_T6,2017-11-23,Ss,Ss_28-9,N,R1,0.53,Ss_28,8,T6,Nutrients,NA,NA,NA,D,D
Ss_28-9_T7,2017-11-29,Ss,Ss_28-9,N,R1,0.587,Ss_28,14,T7,Nutrients,NA,NA,NA,D,D
Ss_28-9_T8,2017-12-06,Ss,Ss_28-9,N,R1,0.53,Ss_28,21,T8,Nutrients,NA,NA,NA,D,D
Ss_28-9_T9,2017-12-13,Ss,Ss_28-9,N,R1,0.558,Ss_28,28,T9,Nutrients,0.064798659076044,-1.18843398119577,0.94001845145989,D,D
Ss_28-9_T10,2018-01-03,Ss,Ss_28-9,N,R1,0.535,Ss_28,49,T10,Nutrients,NA,NA,NA,D,D
Ss_28-9_T11,2018-01-19,Ss,Ss_28-9,N,R1,0.425,Ss_28,65,T11,Nutrients,NA,NA,NA,D,D
Ss_28-9_T12,2018-01-25,Ss,Ss_28-9,N,R1,0.474,Ss_28,71,T12,Nutrients,NA,NA,NA,D,D
Ss_28-9_T13,2018-01-30,Ss,Ss_28-9,N,R1,0.473,Ss_28,76,T13,Nutrients,0.131924124198816,-0.879675780280526,0.940482361694099,D,D
Ss_28-9_T15,2018-02-07,Ss,Ss_28-9,N,R1,0.39,Ss_28,84,T15,Ramping,NA,NA,NA,D,D
Ss_28-9_T16,2018-02-12,Ss,Ss_28-9,N,R1,0.353,Ss_28,89,T16,Ramping,NA,NA,NA,D,D
Ss_28-9_T17,2018-02-15,Ss,Ss_28-9,N,R1,0.42,Ss_28,92,T17,Heat,NA,NA,NA,D,D
Ss_28-9_T18,2018-02-19,Ss,Ss_28-9,N,R1,0.433,Ss_28,96,T18,Heat,NA,NA,NA,D,D
Ss_28-9_T19,2018-02-22,Ss,Ss_28-9,N,R1,0.422,Ss_28,99,T19,Heat,0.011739795354363,-1.93033947355226,0.892238790606167,D,D
Ss_28-9_T20,2018-02-26,Ss,Ss_28-9,N,R1,0.454,Ss_28,103,T20,Heat,NA,NA,NA,D,D
Ss_28-9_T21,2018-03-01,Ss,Ss_28-9,N,R1,0.383,Ss_28,106,T21,Heat,NA,NA,NA,D,D
Ss_28-9_T22,2018-03-05,Ss,Ss_28-9,N,R1,0.433,Ss_28,110,T22,Heat,0.00265583596387,-2.57579875241632,0.94946499820466,D,D
Ss_28-9_T23,2018-03-08,Ss,Ss_28-9,N,R1,0.46,Ss_28,113,T23,Heat,NA,NA,NA,D,D
Ss_28-9_T24,2018-03-27,Ss,Ss_28-9,N,R1,0.411,Ss_28,132,T24,Recovery,NA,NA,NA,D,D
Ss_28-9_T25,2018-04-20,Ss,Ss_28-9,N,R1,0.335,Ss_28,156,T25,Recovery,NA,NA,NA,D,D
Ss_30-1_T5,2017-11-16,Ss,Ss_30-1,A,R1,0.487,Ss_30,1,T5,Baseline,0.017560052539484,-1.75547418902367,0,C3,C3
Ss_30-1_T6,2017-11-23,Ss,Ss_30-1,A,R1,0.532,Ss_30,8,T6,Nutrients,NA,NA,NA,C3,C3
Ss_30-1_T7,2017-11-29,Ss,Ss_30-1,A,R1,0.583,Ss_30,14,T7,Nutrients,NA,NA,NA,C3,C3
Ss_30-1_T8,2017-12-06,Ss,Ss_30-1,A,R1,0.536,Ss_30,21,T8,Nutrients,NA,NA,NA,C3,C3
Ss_30-1_T9,2017-12-13,Ss,Ss_30-1,A,R1,0.581,Ss_30,28,T9,Nutrients,0.157877345034126,-0.801680185587415,0,C3,C3
Ss_30-1_T10,2018-01-03,Ss,Ss_30-1,A,R1,0.548,Ss_30,49,T10,Nutrients,NA,NA,NA,C3,C3
Ss_30-1_T11,2018-01-19,Ss,Ss_30-1,A,R1,0.49,Ss_30,65,T11,Nutrients,NA,NA,NA,C3,C3
